year,window,lambda,insample_annualized_return,insample_sharpe,insample_max_drawdown
2022,trailing_36m,1.5,0.12486407631383711,1.6767693225381377,-0.04612664708256753
2022,trailing_36m,2.0,0.12633659112083118,1.646890157860015,-0.04801580689923124
2023,expanding,0.25,0.054172326850703056,1.441502021370053,-0.04928872273292706
2023,expanding,0.5,0.05936696294141375,1.6011112018255158,-0.049698848683370045
2023,expanding,0.6,0.06151127491678521,1.632352537602505,-0.049518996052594355
2023,expanding,0.65,0.06254673730343496,1.6400263815682046,-0.049376710491038645
2023,expanding,0.7,0.06360727676252687,1.6419533617006017,-0.049223514164386306
2023,expanding,0.75,0.06465683543647938,1.6395731506138012,-0.04898797296601243
2023,expanding,0.8,0.06574025743401735,1.634730576890531,-0.048708604479916984
2023,expanding,0.9,0.06783775337685105,1.6124904719525777,-0.048016079754476415
2023,expanding,1.0,0.06999475071603323,1.5819332391624465,-0.048825566162861156
2023,expanding,1.25,0.07052664052645308,1.5576989562558392,-0.05111521093381055
2023,expanding,1.5,0.07086875889124222,1.5360504165406348,-0.05308196614849747
2023,expanding,2.0,0.0714239442797382,1.5034004131582928,-0.056309958591540865
2023,trailing_36m,0.25,0.06209311291536346,0.9263919885547,-0.07310041593711802
2023,trailing_36m,0.5,0.06869513767459479,1.045337493916747,-0.07310041593711802
2023,trailing_36m,0.6,0.07531816174717121,1.125890461400479,-0.07310041593711802
2023,trailing_36m,0.65,0.07795064145088038,1.1540863394965113,-0.07310041593711802
2023,trailing_36m,0.7,0.07887756724818651,1.1565054226870366,-0.07310041593711802
2023,trailing_36m,0.75,0.08021437289835243,1.1622374307572805,-0.07310041593711802
2023,trailing_36m,0.8,0.08268309202663437,1.1814895836539574,-0.07310041593711802
2023,trailing_36m,0.9,0.08641414141206849,1.1963345727873371,-0.07310041593711802
2023,trailing_36m,1.0,0.09218614047839613,1.2248794171372217,-0.07310041593711802
2023,trailing_36m,1.25,0.09211664797974506,1.2008811546154494,-0.07310041593711802
2023,trailing_36m,1.5,0.09346879904436323,1.1984747818406356,-0.07310041593711802
2023,trailing_36m,2.0,0.09322897937091734,1.1653097665316294,-0.07310041593711802
2024,expanding,0.25,0.05770814930036883,1.4953710838107976,-0.04928872273292706
2024,expanding,0.5,0.06476687343422638,1.6760880957211979,-0.049698848683370045
2024,expanding,0.6,0.06768783200348061,1.7152236813587831,-0.049518996052594355
2024,expanding,0.65,0.06912422927038864,1.7269421624566978,-0.049376710491038645
2024,expanding,0.7,0.07059799811639866,1.733287987166789,-0.049223514164386306
2024,expanding,0.75,0.07204294544442269,1.7348167876313592,-0.04898797296601243
2024,expanding,0.8,0.07355213451975029,1.7342301487974061,-0.048708604479916984
2024,expanding,0.9,0.07649255213069561,1.7204080094752234,-0.048016079754476415
2024,expanding,1.0,0.07952332982606447,1.6979523352684844,-0.048825566162861156
2024,expanding,1.25,0.08025625810138903,1.6755393735005548,-0.05111521093381055
2024,expanding,1.5,0.08075539910360696,1.6554137943429912,-0.05308196614849747
2024,expanding,2.0,0.08157254726876073,1.625263427400087,-0.056309958591540865
2024,trailing_36m,0.25,0.08924841311687937,1.5557260109408537,-0.04912166954347219
2024,trailing_36m,0.5,0.10915792757583342,1.876651308898621,-0.049335637700137935
