date,family,winner,diversifier,winner_risk,confidence,budget
2020-12-14,RA_CLOSE,159915.SZ,510300.SH,0.8060398874478274,0.019877613466508088,0.2
2021-01-08,RA_CLOSE,159915.SZ,510300.SH,0.8424817156151096,0.6362743657007924,0.2
2021-01-11,RA_CLOSE,159915.SZ,510300.SH,0.806421103826584,0.39905660262931114,0.2
2021-01-12,RA_CLOSE,159915.SZ,510300.SH,0.8177925194433548,0.17579710136767582,0.2
2021-01-15,RA_CLOSE,159915.SZ,510300.SH,0.8210739178563451,0.36476606881216406,0.2
2021-01-18,RA_CLOSE,159915.SZ,510300.SH,0.8665595803234285,0.3030348221211137,0.2
2021-01-20,RA_CLOSE,159915.SZ,510300.SH,0.8436613914431342,0.47812560700507967,0.2
2021-01-21,RA_CLOSE,159915.SZ,510300.SH,0.8436613914431342,0.5936328692756214,0.2
2021-01-25,RA_CLOSE,159915.SZ,510300.SH,0.8536977735851279,0.9059660567593742,0.2
2021-07-21,RA_CLOSE,159915.SZ,513100.SH,0.9241788198430094,0.5701999450908471,0.2
2021-07-22,RA_CLOSE,159915.SZ,513100.SH,0.9014359886094677,0.18827185176907138,0.2
2021-08-02,RA_CLOSE,159915.SZ,513100.SH,0.9041060555590221,0.5840404629467123,0.2
2021-08-04,RA_CLOSE,159915.SZ,513100.SH,0.9268488867925638,0.8640875040805995,0.2
2022-11-03,RA_CLOSE,159915.SZ,518880.SH,0.8065194548268416,0.06726457633629818,0.2
2023-01-16,RA_CLOSE,159915.SZ,510300.SH,0.8529173274817372,0.7905577062897695,0.2
2023-11-20,RA_CLOSE,159915.SZ,513100.SH,0.8128797365056728,0.41431665735544637,0.2
2024-03-04,RA_CLOSE,159915.SZ,510300.SH,0.8532982725387073,0.9391456829275442,0.2
2024-03-07,RA_CLOSE,159915.SZ,510300.SH,0.8419268569219365,0.5779249270175325,0.2
2024-03-08,RA_CLOSE,159915.SZ,510300.SH,0.876041103772249,0.38202408384214226,0.2
2024-03-14,RA_CLOSE,159915.SZ,518880.SH,0.8582391767131822,0.9492517492547843,0.2
2024-03-15,RA_CLOSE,159915.SZ,518880.SH,0.8468677610964113,0.31527578877606816,0.2
2024-03-19,RA_CLOSE,159915.SZ,518880.SH,0.8468677610964113,0.5173144429441916,0.2
2024-03-20,RA_CLOSE,159915.SZ,518880.SH,0.8166876010532569,0.2690812083902746,0.2
2024-05-09,RA_CLOSE,159915.SZ,510300.SH,0.8408359668468273,0.43407385353653255,0.2
2024-07-15,RA_CLOSE,513100.SH,518880.SH,0.8760505109218009,0.5132722044461899,0.2
2024-07-23,RA_CLOSE,513100.SH,518880.SH,0.8787205778713553,0.850501948481906,0.2
2024-10-10,RA_CLOSE,159915.SZ,518880.SH,0.8834784325818617,0.9557919433233567,0.2
2024-10-11,RA_CLOSE,159915.SZ,510300.SH,0.8834784325818617,0.8877141753100772,0.2
2024-10-14,RA_CLOSE,159915.SZ,518880.SH,0.8834784325818617,0.8561018562128068,0.2
2024-10-16,RA_CLOSE,159915.SZ,518880.SH,0.8834784325818617,0.6066412740807678,0.2
2024-10-18,RA_CLOSE,159915.SZ,518880.SH,0.9289640950489451,0.9227674747514701,0.2
2024-10-21,RA_CLOSE,159915.SZ,518880.SH,0.9289640950489451,0.8667833533270081,0.2
2024-10-22,RA_CLOSE,159915.SZ,518880.SH,0.9062212638154034,0.7917781485045677,0.2
2024-10-23,RA_CLOSE,159915.SZ,510300.SH,0.8721070169650909,0.7584653383197067,0.2
2024-10-24,RA_CLOSE,159915.SZ,518880.SH,0.8948498481986326,0.8012966464005078,0.2
2024-11-11,RA_CLOSE,159915.SZ,513100.SH,0.8722806592795074,0.8890262029262509,0.2
2025-02-21,RA_CLOSE,159915.SZ,518880.SH,0.9067761225085765,0.7721756161879191,0.2
2025-02-24,RA_CLOSE,159915.SZ,518880.SH,0.9067761225085765,0.07972510085722607,0.2
2025-02-27,RA_CLOSE,159915.SZ,510300.SH,0.8311102999983387,0.2046538079350539,0.2
2025-07-02,RA_CLOSE,159915.SZ,513100.SH,0.8182484932600381,0.7971874888105012,0.2
2025-07-03,RA_CLOSE,159915.SZ,513100.SH,0.8938433021531025,0.7038290767873149,0.2
2025-07-08,RA_CLOSE,159915.SZ,510300.SH,0.9167414910333967,0.7103217206249945,0.2
2025-07-09,RA_CLOSE,159915.SZ,510300.SH,0.9167414910333967,0.8552031472495947,0.2
2025-07-10,RA_CLOSE,159915.SZ,513100.SH,0.8475771935826284,0.11400764834096058,0.2
2025-07-11,RA_CLOSE,159915.SZ,513100.SH,0.893998659799855,0.34937806795096565,0.2
2025-07-14,RA_CLOSE,159915.SZ,510300.SH,0.8712558285663133,0.09734929584137333,0.2
2025-07-28,RA_CLOSE,159915.SZ,510300.SH,0.8128797365056728,0.712846556256268,0.2
2025-07-31,RA_CLOSE,159915.SZ,513100.SH,0.8403662360369417,0.35047716063458645,0.2
2025-09-09,RA_CLOSE,159915.SZ,518880.SH,0.8089220561361836,0.5161725228001847,0.2
2025-09-10,RA_CLOSE,159915.SZ,518880.SH,0.9059956764051859,0.2369452739066465,0.2
2025-09-12,RA_CLOSE,159915.SZ,518880.SH,0.869211362605319,0.7682564036541178,0.2
2025-09-15,RA_CLOSE,159915.SZ,518880.SH,0.8455327276216341,0.8014969433454565,0.2
2025-09-16,RA_CLOSE,159915.SZ,518880.SH,0.8605100139381024,0.3215677030017917,0.2
2025-09-19,RA_CLOSE,159915.SZ,518880.SH,0.8154235811956532,0.7408029440586436,0.2
2025-09-24,RA_CLOSE,159915.SZ,518880.SH,0.8594188525412068,0.24741255076995158,0.2
2025-09-25,RA_CLOSE,159915.SZ,518880.SH,0.836676021307665,0.08179275554736962,0.2
2026-01-06,RA_CLOSE,159915.SZ,510300.SH,0.8010003697186493,0.26876724649018024,0.2
2026-03-12,RA_CLOSE,518880.SH,159915.SZ,0.8173218253376603,0.032826576408684485,0.2
2026-03-13,RA_CLOSE,518880.SH,159915.SZ,0.8173218253376603,0.27438639503210915,0.2
2026-03-16,RA_CLOSE,159915.SZ,518880.SH,0.8192023103560587,0.6000095895965553,0.2
2026-06-04,RA_CLOSE,513100.SH,159915.SZ,0.8732400565919816,0.5535338291279667,0.2
2026-06-05,RA_CLOSE,513100.SH,159915.SZ,0.839525039466303,0.503722311022517,0.2
2026-06-09,RA_CLOSE,513100.SH,159915.SZ,0.839525039466303,0.4826054560997104,0.2
2026-07-01,RA_CLOSE,159915.SZ,510300.SH,0.8238985585989436,0.18578387122421489,0.2
2026-07-09,RA_CLOSE,159915.SZ,510300.SH,0.8466413898324853,0.4607462919750684,0.2
