tau,baseline_entry_date,baseline_next_entry_date,from_asset,target_asset,tau_entry_date,status,delay_trading_days,baseline_window_pnl,tau_window_pnl,missed_pnl,verdict
0.001,2018-09-21,2018-10-08,513100.SH,518880.SH,,blocked,5,-0.0004925996954101564,0.021650972151934456,-0.022143571847344612,correct_avoided_loss
0.001,2018-10-08,2018-10-15,518880.SH,510300.SH,,blocked,5,-0.048203132722483,-0.027443527861515493,-0.020759604860967507,correct_avoided_loss
0.001,2018-10-15,2018-11-09,510300.SH,518880.SH,,blocked,19,0.004977223838053879,0.00814211695040723,-0.003164893112353351,correct_avoided_loss
0.001,2019-04-16,2019-04-23,510300.SH,513100.SH,,blocked,5,-0.0005239338152681627,0.015163002274450665,-0.015686936089718828,correct_avoided_loss
0.001,2019-04-23,2019-04-30,513100.SH,510300.SH,,blocked,5,-0.023917360083886785,0.028815881261654575,-0.05273324134554136,correct_avoided_loss
0.001,2019-04-30,2019-05-15,510300.SH,513100.SH,,blocked,8,-0.06914330207020614,-0.0675195451314855,-0.001623756938720633,correct_avoided_loss
0.001,2019-07-30,2019-09-03,513100.SH,518880.SH,2019-08-09,delayed,8,0.1093745041391998,-0.0061890074214764335,0.11556351156067624,wrong_missed_trend
0.001,2019-10-11,2019-10-18,513100.SH,159915.SZ,,blocked,5,-8.370018347747532e-05,0.02979780063852444,-0.029881500822001916,correct_avoided_loss
0.001,2019-10-18,2019-11-06,159915.SZ,513100.SH,,blocked,13,0.03297062714244192,0.030657940062005062,0.0023126870804368593,wrong_missed_trend
0.001,2019-11-06,2019-11-13,513100.SH,159915.SZ,,blocked,5,-0.02697068330473129,0.00033422459893039935,-0.02730490790366169,correct_avoided_loss
0.001,2019-11-13,2019-12-11,159915.SZ,513100.SH,,blocked,20,0.023278089278697234,0.025392582692951082,-0.0021144934142538485,correct_avoided_loss
0.001,2019-12-18,2019-12-25,159915.SZ,513100.SH,,blocked,5,0.005070179430501476,-0.019562715765247374,0.02463289519574885,wrong_missed_trend
0.001,2019-12-25,2020-01-06,513100.SH,159915.SZ,,blocked,7,0.03841907932511246,0.035211267605633756,0.0032078117194787037,wrong_missed_trend
0.001,2020-02-27,2020-03-05,159915.SZ,518880.SH,2020-02-28,delayed,1,-0.010438292294171814,-0.03985527696278024,0.029416984668608426,wrong_missed_trend
0.001,2020-03-05,2020-03-12,518880.SH,159915.SZ,,blocked,5,-0.04830173944779359,-0.02030974257218532,-0.02799199687560827,correct_avoided_loss
0.001,2020-03-12,2020-04-23,159915.SZ,518880.SH,2020-03-13,delayed,1,0.00012044777028363818,0.011013338106439008,-0.01089289033615537,correct_avoided_loss
0.001,2020-12-15,2020-12-29,510300.SH,159915.SZ,2020-12-16,delayed,1,0.04233118073495645,0.033958136512098,0.00837304422285845,wrong_missed_trend
0.001,2020-12-29,2021-01-06,159915.SZ,518880.SH,2020-12-30,delayed,1,0.013000083874271207,0.012124500784512104,0.0008755830897591022,wrong_missed_trend
0.001,2021-01-06,2021-01-14,518880.SH,159915.SZ,2021-01-07,delayed,1,0.010961374934589596,0.0014963351209962283,0.009465039813593368,wrong_missed_trend
0.001,2021-10-12,2021-11-03,510300.SH,159915.SZ,2021-10-15,delayed,3,0.04373155867177303,0.03234787462790356,0.011383684043869469,wrong_missed_trend
0.001,2021-12-30,2022-03-23,510300.SH,518880.SH,2022-01-10,delayed,6,0.06833173768797018,0.03467063995096131,0.03366109773700887,wrong_missed_trend
0.001,2022-05-19,2022-05-31,518880.SH,159915.SZ,2022-05-23,delayed,2,0.013325095081618166,-0.020589134428105837,0.033914229509724,wrong_missed_trend
0.001,2022-08-25,2022-09-01,513100.SH,518880.SH,,blocked,5,-0.0066394304102629365,-0.02561247216035656,0.018973041750093622,wrong_missed_trend
0.001,2022-09-01,2022-09-08,518880.SH,510300.SH,,blocked,5,-0.008437217887346415,-0.003571122372863833,-0.004866095514482582,correct_avoided_loss
0.001,2022-09-08,2022-11-04,510300.SH,518880.SH,,blocked,35,0.00579368060896801,0.012237297153498305,-0.006443616544530295,correct_avoided_loss
0.001,2022-11-04,2022-11-11,518880.SH,159915.SZ,2022-11-07,delayed,1,-0.008427830931458824,-0.028253805181284508,0.019825974249825684,wrong_missed_trend
0.001,2022-11-11,2022-11-28,159915.SZ,518880.SH,2022-11-14,delayed,1,0.04400311640455801,0.02230278633874594,0.021700330065812068,wrong_missed_trend
0.001,2022-12-22,2023-01-13,510300.SH,518880.SH,2023-01-04,delayed,8,0.013779634209845293,0.018741290785379894,-0.004961656575534601,correct_avoided_loss
0.001,2023-08-14,2023-08-21,510300.SH,518880.SH,,blocked,5,-0.0066997634645985515,-0.024810126582278547,0.018110363117679995,wrong_missed_trend
0.001,2023-08-21,2023-08-28,518880.SH,510300.SH,,blocked,5,-0.015329026499637188,-0.00589508995364918,-0.009433936545988009,correct_avoided_loss
0.001,2023-08-28,2023-09-18,510300.SH,518880.SH,,blocked,15,0.0860578586624603,0.022482014388489402,0.0635758442739709,wrong_missed_trend
0.001,2023-11-14,2023-11-21,518880.SH,513100.SH,2023-11-16,delayed,2,0.00684172476735001,-0.006183073164925945,0.013024797932275956,wrong_missed_trend
0.001,2023-11-21,2023-11-28,513100.SH,159915.SZ,,blocked,5,-0.024841793625575037,0.005240174672489495,-0.030081968298064532,correct_avoided_loss
0.001,2023-11-28,2023-12-08,159915.SZ,513100.SH,,blocked,8,-0.013578419290821708,-0.009556907037358786,-0.004021512253462922,correct_avoided_loss
0.001,2024-05-07,2024-05-21,518880.SH,510300.SH,2024-05-08,delayed,1,0.015114548859833876,0.011820331712104393,0.0032942171477294835,wrong_missed_trend
0.001,2024-07-29,2024-09-02,510300.SH,518880.SH,2024-07-30,delayed,1,0.02215678799719467,0.018107155788738227,0.004049632208456444,wrong_missed_trend
0.001,2024-09-02,2024-09-09,518880.SH,513100.SH,2024-09-03,delayed,1,-0.043035851605981446,-0.04767117039750279,0.004635318791521348,wrong_missed_trend
0.001,2024-09-09,2024-09-26,513100.SH,518880.SH,2024-09-12,delayed,3,0.028737617752725653,0.06992813440344503,-0.04119051665071938,correct_avoided_loss
0.001,2025-01-13,2025-02-18,513100.SH,518880.SH,2025-01-14,delayed,1,0.052412047334562395,0.055859313014207324,-0.0034472656796449286,correct_avoided_loss
0.001,2025-03-13,2025-03-20,159915.SZ,510300.SH,2025-03-17,delayed,2,0.019492580758338596,0.01571859709932566,0.003773983659012936,wrong_missed_trend
0.001,2025-03-20,2025-05-09,510300.SH,518880.SH,2025-03-24,delayed,2,0.10784247998976393,0.08886467199774373,0.0189778079920202,wrong_missed_trend
0.001,2025-06-20,2025-06-27,518880.SH,513100.SH,2025-06-23,delayed,1,0.02732927427130205,0.03152206551602155,-0.004192791244719496,correct_avoided_loss
0.001,2025-06-27,2025-07-07,513100.SH,159915.SZ,2025-06-30,delayed,1,0.021213939839886065,0.024572345690692776,-0.0033584058508067116,correct_avoided_loss
0.001,2026-03-06,2026-03-13,518880.SH,510300.SH,,blocked,5,-0.0005582033181827928,0.029018480108163436,-0.02957668342634623,correct_avoided_loss
0.001,2026-03-13,2026-03-20,510300.SH,518880.SH,2026-03-16,delayed,1,-0.07146087890446562,-0.04760243282912113,-0.023858446075344486,correct_avoided_loss
0.001,2026-03-20,2026-04-08,518880.SH,159915.SZ,2026-03-23,delayed,1,-0.07700207724552655,-0.10550361093791538,0.028501533692388836,wrong_missed_trend
0.001,2026-04-08,2026-04-15,159915.SZ,513100.SH,2026-04-09,delayed,1,0.04906096741265342,0.04755669239014226,0.001504275022511159,wrong_missed_trend
0.001,2026-04-15,2026-04-27,513100.SH,159915.SZ,2026-04-16,delayed,1,0.04086278824039247,0.08581968262673967,-0.0449568943863472,correct_avoided_loss
0.001,2026-04-27,2026-05-08,159915.SZ,513100.SH,2026-04-28,delayed,1,0.06577551827367611,0.04318591353019796,0.022589604743478153,wrong_missed_trend
0.001,2026-05-08,2026-05-15,513100.SH,159915.SZ,,blocked,5,0.036621516042770086,0.024829600778967897,0.011791915263802188,wrong_missed_trend
0.001,2026-05-15,,159915.SZ,513100.SH,,blocked,5,-0.002098719506406943,-0.000950118764845187,-0.001148600741561756,correct_avoided_loss
0.0025,2016-03-15,2016-03-25,518880.SH,513100.SH,2016-03-17,delayed,2,-0.012827142046835549,0.00018439492272404046,-0.01301153696955959,correct_avoided_loss
0.0025,2016-04-27,2016-05-26,513100.SH,518880.SH,2016-04-28,delayed,1,-0.01208141733383361,-0.012008643333413671,-7.277400041993953e-05,correct_avoided_loss
0.0025,2016-05-26,2016-06-07,518880.SH,513100.SH,2016-05-30,delayed,2,0.014201426875891654,-0.009032937014240572,0.023234363890132226,wrong_missed_trend
0.0025,2016-06-24,2016-07-01,513100.SH,159915.SZ,,blocked,5,0.04806109199058639,-0.025977299550878796,0.07403839154146519,wrong_missed_trend
0.0025,2016-07-01,2016-07-12,159915.SZ,518880.SH,,blocked,7,0.03850480325888439,0.04400283889283152,-0.005498035633947129,correct_avoided_loss
0.0025,2016-07-12,2016-07-19,518880.SH,159915.SZ,,blocked,5,0.006761733991597518,-0.029688192170399974,0.03644992616199749,wrong_missed_trend
0.0025,2016-07-19,2016-07-26,159915.SZ,510300.SH,,blocked,5,-0.010473853942523648,-0.019337518406272625,0.008863664463748977,wrong_missed_trend
0.0025,2016-07-26,2016-08-18,510300.SH,513100.SH,2016-07-27,delayed,1,0.027809637572318247,0.04076895248813717,-0.01295931491581892,correct_avoided_loss
0.0025,2016-08-18,2016-09-09,513100.SH,510300.SH,2016-08-22,delayed,2,-0.00892365774931092,-0.00516708013749112,-0.0037565776118198,correct_avoided_loss
0.0025,2016-10-10,2016-10-17,513100.SH,518880.SH,,blocked,5,0.0020620252536220907,0.01581722319859402,-0.01375519794497193,correct_avoided_loss
0.0025,2016-10-17,2016-10-24,518880.SH,513100.SH,,blocked,5,-0.0043931627734363765,-0.0034602076124568004,-0.0009329551609795761,correct_avoided_loss
0.0025,2016-10-24,2016-11-08,513100.SH,510300.SH,2016-10-25,delayed,1,0.006576316499997015,0.008930481743697705,-0.00235416524370069,correct_avoided_loss
0.0025,2017-01-16,2017-02-03,513100.SH,518880.SH,2017-01-17,delayed,1,-0.008867606161478858,-0.012300695376173065,0.003433089214694207,wrong_missed_trend
0.0025,2017-02-03,2017-03-23,518880.SH,513100.SH,2017-02-07,delayed,2,0.07526980137505768,0.08426561673366573,-0.00899581535860805,correct_avoided_loss
0.0025,2017-03-23,2017-03-30,513100.SH,518880.SH,,blocked,5,0.009205429413716937,0.006575619625695195,0.002629809788021742,wrong_missed_trend
0.0025,2017-03-30,2017-04-10,518880.SH,513100.SH,,blocked,5,-0.02198402474452732,-0.00783360656070653,-0.01415041818382079,correct_avoided_loss
0.0025,2017-04-10,2017-04-26,513100.SH,518880.SH,2017-04-13,delayed,3,0.003169115223574215,-0.023475656193693517,0.026644771417267732,wrong_missed_trend
0.0025,2017-04-26,2017-06-02,518880.SH,513100.SH,2017-04-27,delayed,1,0.03337438822100247,0.0307527936361498,0.002621594584852671,wrong_missed_trend
0.0025,2017-06-02,2017-07-27,513100.SH,510300.SH,2017-06-08,delayed,4,0.08228898295974219,0.07777067510076052,0.004518307858981663,wrong_missed_trend
0.0025,2017-08-10,2017-08-17,513100.SH,518880.SH,2017-08-11,delayed,1,-0.004195669991876372,-0.030751676530424543,0.02655600653854817,wrong_missed_trend
0.0025,2017-08-17,2017-09-13,518880.SH,159915.SZ,2017-08-18,delayed,1,0.049179873275412955,0.04162848912708639,0.007551384148326568,wrong_missed_trend
0.0025,2017-09-13,2017-09-20,159915.SZ,510300.SH,2017-09-14,delayed,1,-0.00485502773356139,-0.0018230882116557767,-0.0030319395219056133,correct_avoided_loss
0.0025,2017-09-20,2017-09-27,510300.SH,159915.SZ,2017-09-21,delayed,1,-0.02418640368938918,-0.02678560481613612,0.0025992011267469417,wrong_missed_trend
0.0025,2017-09-27,2017-10-25,159915.SZ,513100.SH,2017-10-10,delayed,4,0.041919513571654354,0.040873605704782934,0.0010459078668714206,wrong_missed_trend
0.0025,2018-01-02,2018-01-09,513100.SH,510300.SH,2018-01-03,delayed,1,0.024059933641821685,0.022623897920038605,0.00143603572178308,wrong_missed_trend
0.0025,2018-01-09,2018-01-16,510300.SH,518880.SH,2018-01-10,delayed,1,0.01771902226457378,0.02648291221234822,-0.00876388994777444,correct_avoided_loss
0.0025,2018-01-16,2018-01-31,518880.SH,510300.SH,2018-01-17,delayed,1,-0.001838944856811242,-0.012033827310886647,0.010194882454075405,wrong_missed_trend
0.0025,2018-02-14,2018-02-28,518880.SH,159915.SZ,,blocked,5,0.057310690532692554,0.001477104874445967,0.05583358565824659,wrong_missed_trend
0.0025,2018-03-07,2018-04-11,513100.SH,159915.SZ,2018-03-08,delayed,1,0.022702559216366325,0.030913306088925285,-0.00821074687255896,correct_avoided_loss
0.0025,2018-04-11,2018-04-25,159915.SZ,518880.SH,2018-04-12,delayed,1,-0.003586220056379763,-0.01590436074454249,0.012318140688162726,wrong_missed_trend
0.0025,2018-07-20,2018-07-27,513100.SH,159915.SZ,,blocked,5,0.01151704476539539,0.018795550441120357,-0.007278505675724967,correct_avoided_loss
0.0025,2018-07-27,2018-09-04,159915.SZ,513100.SH,2018-08-08,delayed,8,0.030749010083026773,-0.07317827971713009,0.10392728980015686,wrong_missed_trend
0.0025,2018-09-04,2018-09-11,513100.SH,510300.SH,,blocked,5,-0.02325187491055103,-0.022611232676878146,-0.0006406422336728834,correct_avoided_loss
0.0025,2018-09-11,2018-09-21,510300.SH,513100.SH,,blocked,8,0.0019654311319070583,0.012503574553226482,-0.010538143421319424,correct_avoided_loss
0.0025,2018-09-21,2018-10-08,513100.SH,518880.SH,,blocked,5,-0.0004925996954101564,-0.01056205205582783,0.010069452360417674,wrong_missed_trend
0.0025,2018-12-03,2019-01-22,159915.SZ,518880.SH,2018-12-11,delayed,6,0.05894958450352905,0.016461317906180994,0.04248826659734806,wrong_missed_trend
0.0025,2019-04-16,2019-04-23,510300.SH,513100.SH,,blocked,5,-0.0005239338152681627,0.015163002274450665,-0.015686936089718828,correct_avoided_loss
0.0025,2019-04-23,2019-04-30,513100.SH,510300.SH,,blocked,5,-0.023917360083886785,0.028815881261654575,-0.05273324134554136,correct_avoided_loss
