日期,时间,合约代码,最新价,仓位,多/空,持仓成本价,市值,累计盈亏
2014-10-08,15:30:00,159915.SZ,1.515,83800,多,1.489,126957.000,2153.660
2014-10-09,15:30:00,159915.SZ,1.519,83800,多,1.489,127292.200,2488.860
2014-10-10,15:30:00,159915.SZ,1.512,83800,多,1.489,126705.600,1902.260
2014-10-13,15:30:00,159915.SZ,1.505,83800,多,1.489,126119.000,1315.660
2014-10-14,15:30:00,159915.SZ,1.493,83800,多,1.489,125113.400,310.060
2014-10-15,15:30:00,159915.SZ,1.502,83800,多,1.489,125867.600,1064.260
2014-10-16,15:30:00,159915.SZ,1.482,83800,多,1.489,124191.600,-611.740
2014-10-17,15:30:00,159915.SZ,1.470,0,多,0.000,0.000,0.000
2014-10-17,15:30:00,510300.SS,2.480,49600,多,2.481,123008.000,-24.800
2014-10-20,15:30:00,510300.SS,2.491,49600,多,2.481,123553.600,520.800
2014-10-21,15:30:00,510300.SS,2.475,49600,多,2.481,122760.000,-272.800
2014-10-22,15:30:00,510300.SS,2.461,49600,多,2.481,122065.600,-967.200
2014-10-23,15:30:00,510300.SS,2.435,49600,多,2.481,120776.000,-2256.800
2014-10-24,15:30:00,510300.SS,2.433,0,多,0.000,0.000,0.000
2014-10-24,15:30:00,518880.SS,2.431,49700,多,2.432,120820.700,-24.850
2014-10-27,15:30:00,518880.SS,2.427,49700,多,2.432,120621.900,-223.650
2014-10-28,15:30:00,518880.SS,2.422,49700,多,2.432,120373.400,-472.150
2014-10-29,15:30:00,518880.SS,2.428,49700,多,2.432,120671.600,-173.950
2014-10-30,15:30:00,518880.SS,2.396,49700,多,2.432,119081.200,-1764.350
2014-10-31,15:30:00,518880.SS,2.349,0,多,0.000,0.000,0.000
2014-10-31,15:30:00,510300.SS,2.554,45700,多,2.555,116717.800,-22.850
2014-11-03,15:30:00,510300.SS,2.549,45700,多,2.555,116489.300,-251.350
2014-11-04,15:30:00,510300.SS,2.547,45700,多,2.555,116397.900,-342.750
2014-11-05,15:30:00,510300.SS,2.544,45700,多,2.555,116260.800,-479.850
2014-11-06,15:30:00,510300.SS,2.545,45700,多,2.555,116306.500,-434.150
2014-11-07,15:30:00,510300.SS,2.540,0,多,0.000,0.000,0.000
2014-11-07,15:30:00,513100.SS,1.363,85200,多,1.363,116127.600,-25.560
2014-11-10,15:30:00,513100.SS,1.363,85200,多,1.363,116127.600,-25.560
2014-11-11,15:30:00,513100.SS,1.363,85200,多,1.363,116127.600,-25.560
2014-11-12,15:30:00,513100.SS,1.362,85200,多,1.363,116042.400,-110.760
2014-11-13,15:30:00,513100.SS,1.364,85200,多,1.363,116212.800,59.640
2014-11-14,15:30:00,513100.SS,1.365,85200,多,1.363,116298.000,144.840
2014-11-17,15:30:00,513100.SS,1.368,85200,多,1.363,116553.600,400.440
2014-11-18,15:30:00,513100.SS,1.368,85200,多,1.363,116553.600,400.440
2014-11-19,15:30:00,513100.SS,1.385,85200,多,1.363,118002.000,1848.840
2014-11-20,15:30:00,513100.SS,1.372,85200,多,1.363,116894.400,741.240
2014-11-21,15:30:00,513100.SS,1.378,85200,多,1.363,117405.600,1252.440
2014-11-24,15:30:00,513100.SS,1.370,0,多,0.000,0.000,0.000
2014-11-24,15:30:00,510300.SS,2.701,43100,多,2.702,116413.100,-21.550
2014-11-25,15:30:00,510300.SS,2.729,43100,多,2.702,117619.900,1185.250
2014-11-26,15:30:00,510300.SS,2.759,43100,多,2.702,118912.900,2478.250
2014-11-27,15:30:00,510300.SS,2.784,43100,多,2.702,119990.400,3555.750
2014-11-28,15:30:00,510300.SS,2.850,43100,多,2.702,122835.000,6400.350
2014-12-01,15:30:00,510300.SS,2.853,43100,多,2.702,122964.300,6529.650
2014-12-02,15:30:00,510300.SS,2.966,43100,多,2.702,127834.600,11399.950
2014-12-03,15:30:00,510300.SS,2.998,43100,多,2.702,129213.800,12779.150
2014-12-04,15:30:00,510300.SS,3.180,43100,多,2.702,137058.000,20623.350
2014-12-05,15:30:00,510300.SS,3.161,43100,多,2.702,136239.100,19804.450
2014-12-08,15:30:00,510300.SS,3.313,43100,多,2.702,142790.300,26355.650
2014-12-09,15:30:00,510300.SS,3.130,43100,多,2.702,134903.000,18468.350
2014-12-10,15:30:00,510300.SS,3.243,43100,多,2.702,139773.300,23338.650
2014-12-11,15:30:00,510300.SS,3.208,43100,多,2.702,138264.800,21830.150
2014-12-12,15:30:00,510300.SS,3.218,43100,多,2.702,138695.800,22261.150
2014-12-15,15:30:00,510300.SS,3.255,43100,多,2.702,140290.500,23855.850
2014-12-16,15:30:00,510300.SS,3.331,43100,多,2.702,143566.100,27131.450
2014-12-17,15:30:00,510300.SS,3.388,43100,多,2.702,146022.800,29588.150
2014-12-18,15:30:00,510300.SS,3.384,43100,多,2.702,145850.400,29415.750
2014-12-19,15:30:00,510300.SS,3.434,43100,多,2.702,148005.400,31570.750
2014-12-22,15:30:00,510300.SS,3.410,43100,多,2.702,146971.000,30536.350
2014-12-23,15:30:00,510300.SS,3.341,43100,多,2.702,143997.100,27562.450
2014-12-24,15:30:00,510300.SS,3.248,43100,多,2.702,139988.800,23554.150
2014-12-25,15:30:00,510300.SS,3.366,43100,多,2.702,145074.600,28639.950
2014-12-26,15:30:00,510300.SS,3.497,43100,多,2.702,150720.700,34286.050
2014-12-29,15:30:00,510300.SS,3.480,43100,多,2.702,149988.000,33553.350
2014-12-30,15:30:00,510300.SS,3.480,43100,多,2.702,149988.000,33553.350
2014-12-31,15:30:00,510300.SS,3.574,43100,多,2.702,154039.400,37604.750
2015-01-05,15:30:00,510300.SS,3.688,43100,多,2.702,158952.800,42518.150
2015-01-06,15:30:00,510300.SS,3.663,43100,多,2.702,157875.300,41440.650
2015-01-07,15:30:00,510300.SS,3.662,43100,多,2.702,157832.200,41397.550
2015-01-08,15:30:00,510300.SS,3.582,43100,多,2.702,154384.200,37949.550
2015-01-09,15:30:00,510300.SS,3.556,43100,多,2.702,153263.600,36828.950
2015-01-12,15:30:00,510300.SS,3.545,43100,多,2.702,152789.500,36354.850
2015-01-13,15:30:00,510300.SS,3.538,43100,多,2.702,152487.800,36053.150
2015-01-14,15:30:00,510300.SS,3.530,43100,多,2.702,152143.000,35708.350
2015-01-15,15:30:00,510300.SS,3.630,43100,多,2.702,156453.000,40018.350
2015-01-16,15:30:00,510300.SS,3.662,43100,多,2.702,157832.200,41397.550
2015-01-19,15:30:00,510300.SS,3.296,43100,多,2.702,142057.600,25622.950
2015-01-20,15:30:00,510300.SS,3.382,0,多,0.000,0.000,0.000
2015-01-20,15:30:00,518880.SS,2.570,57000,多,2.571,146490.000,-28.500
2015-01-21,15:30:00,518880.SS,2.620,57000,多,2.571,149340.000,2821.500
2015-01-22,15:30:00,518880.SS,2.589,57000,多,2.571,147573.000,1054.500
2015-01-23,15:30:00,518880.SS,2.607,57000,多,2.571,148599.000,2080.500
2015-01-26,15:30:00,518880.SS,2.609,57000,多,2.571,148713.000,2194.500
2015-01-27,15:30:00,518880.SS,2.589,57000,多,2.571,147573.000,1054.500
2015-01-28,15:30:00,518880.SS,2.598,0,多,0.000,0.000,0.000
2015-01-28,15:30:00,159915.SZ,1.668,88700,多,1.668,147951.600,-26.610
2015-01-29,15:30:00,159915.SZ,1.652,88700,多,1.668,146532.400,-1445.810
2015-01-30,15:30:00,159915.SZ,1.623,88700,多,1.668,143960.100,-4018.110
2015-02-02,15:30:00,159915.SZ,1.639,88700,多,1.668,145379.300,-2598.910
2015-02-03,15:30:00,159915.SZ,1.693,88700,多,1.668,150169.100,2190.890
2015-02-04,15:30:00,159915.SZ,1.698,88700,多,1.668,150612.600,2634.390
2015-02-05,15:30:00,159915.SZ,1.709,88700,多,1.668,151588.300,3610.090
2015-02-06,15:30:00,159915.SZ,1.661,88700,多,1.668,147330.700,-647.510
2015-02-09,15:30:00,159915.SZ,1.645,88700,多,1.668,145911.500,-2066.710
2015-02-10,15:30:00,159915.SZ,1.685,88700,多,1.668,149459.500,1481.290
2015-02-11,15:30:00,159915.SZ,1.705,88700,多,1.668,151233.500,3255.290
2015-02-12,15:30:00,159915.SZ,1.720,88700,多,1.668,152564.000,4585.790
2015-02-13,15:30:00,159915.SZ,1.761,88700,多,1.668,156200.700,8222.490
2015-02-16,15:30:00,159915.SZ,1.830,88700,多,1.668,162321.000,14342.790
2015-02-17,15:30:00,159915.SZ,1.820,88700,多,1.668,161434.000,13455.790
2015-02-25,15:30:00,159915.SZ,1.803,88700,多,1.668,159926.100,11947.890
2015-02-26,15:30:00,159915.SZ,1.814,0,多,0.000,0.000,0.000
2015-02-26,15:30:00,513100.SS,1.444,111200,多,1.444,160572.800,-33.360
2015-02-27,15:30:00,513100.SS,1.449,111200,多,1.444,161128.800,522.640
2015-03-02,15:30:00,513100.SS,1.452,111200,多,1.444,161462.400,856.240
2015-03-03,15:30:00,513100.SS,1.474,111200,多,1.444,163908.800,3302.640
2015-03-04,15:30:00,513100.SS,1.468,111200,多,1.444,163241.600,2635.440
2015-03-05,15:30:00,513100.SS,1.457,0,多,0.000,0.000,0.000
2015-03-05,15:30:00,159915.SZ,1.938,83600,多,1.938,162016.800,-33.440
2015-03-06,15:30:00,159915.SZ,1.880,83600,多,1.938,157168.000,-4882.240
2015-03-09,15:30:00,159915.SZ,1.927,83600,多,1.938,161097.200,-953.040
2015-03-10,15:30:00,159915.SZ,1.972,83600,多,1.938,164859.200,2808.960
2015-03-11,15:30:00,159915.SZ,1.960,83600,多,1.938,163856.000,1805.760
2015-03-12,15:30:00,159915.SZ,1.940,83600,多,1.938,162184.000,133.760
2015-03-13,15:30:00,159915.SZ,1.992,83600,多,1.938,166531.200,4480.960
2015-03-16,15:30:00,159915.SZ,2.061,83600,多,1.938,172299.600,10249.360
2015-03-17,15:30:00,159915.SZ,2.053,83600,多,1.938,171630.800,9580.560
2015-03-18,15:30:00,159915.SZ,2.099,83600,多,1.938,175476.400,13426.160
2015-03-19,15:30:00,159915.SZ,2.095,83600,多,1.938,175142.000,13091.760
2015-03-20,15:30:00,159915.SZ,2.126,83600,多,1.938,177733.600,15683.360
2015-03-23,15:30:00,159915.SZ,2.206,83600,多,1.938,184421.600,22371.360
2015-03-24,15:30:00,159915.SZ,2.273,83600,多,1.938,190022.800,27972.560
2015-03-25,15:30:00,159915.SZ,2.288,83600,多,1.938,191276.800,29226.560
2015-03-26,15:30:00,159915.SZ,2.190,83600,多,1.938,183084.000,21033.760
2015-03-27,15:30:00,159915.SZ,2.228,83600,多,1.938,186260.800,24210.560
2015-03-30,15:30:00,159915.SZ,2.193,83600,多,1.938,183334.800,21284.560
2015-03-31,15:30:00,159915.SZ,2.247,0,多,0.000,0.000,0.000
2015-03-31,15:30:00,510300.SS,4.031,46400,多,4.032,187038.400,-37.120
2015-04-01,15:30:00,510300.SS,4.097,46400,多,4.032,190100.800,3025.280
2015-04-02,15:30:00,510300.SS,4.091,46400,多,4.032,189822.400,2746.880
2015-04-03,15:30:00,510300.SS,4.157,46400,多,4.032,192884.800,5809.280
