execution_date,signal_date,trading_day_of_month,turnover,orders,target_512890.SH,target_511260.SH,target_511360.SH,target_511880.SH,tilt_forward_20d,whipsaw_20d
2019-12-03,2019-12-02,2,1450657.47992,3,0.5384615384615384,0.20512820512820518,0.15384615384615385,0.10256410256410259,0.007998352763718295,0.3384615384615385
2020-01-03,2020-01-02,2,1407896.3684800002,3,0.19999999999999998,0.4571428571428572,0.17142857142857143,0.17142857142857146,0.017270653246477308,0.3384615384615385
2020-02-04,2020-02-03,2,1414128.8088,3,0.5384615384615384,0.20512820512820518,0.15384615384615385,0.10256410256410259,0.01898419424827324,0.3384615384615385
2020-03-03,2020-03-02,2,1530708.10816,3,0.19999999999999998,0.4571428571428572,0.17142857142857143,0.17142857142857146,0.011594816508332903,0.3384615384615385
2020-04-02,2020-04-01,2,1459966.192,3,0.5384615384615384,0.20512820512820518,0.15384615384615385,0.10256410256410259,0.006555523694812481,0.3384615384615385
2020-05-07,2020-05-06,2,1525677.37616,3,0.19999999999999998,0.4571428571428572,0.17142857142857143,0.17142857142857146,-0.0024611868459485653,0.12822299651567945
2020-06-02,2020-06-01,2,580948.6731199999,3,0.17073170731707313,0.5853658536585366,0.1463414634146341,0.09756097560975609,-0.009695803921590508,0.0
2020-08-04,2020-08-03,2,103441.69808,3,0.17073170731707313,0.5853658536585366,0.1463414634146341,0.09756097560975609,-0.004005176202703999,0.0
2020-10-12,2020-10-09,2,1984219.67952,4,0.46666666666666656,0.35555555555555557,0.13333333333333333,0.044444444444444446,0.004238582960522616,0.2757575757575757
2020-11-03,2020-11-02,2,1430396.5474399999,4,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,-0.01723680496985547,0.046404019037546256
2020-12-02,2020-12-01,2,211164.30472,4,0.16935483870967738,0.5806451612903226,0.1693548387096774,0.08064516129032258,0.014432153543249508,0.4137931034482758
2021-01-05,2021-01-04,2,1401454.57248,4,0.45652173913043476,0.40579710144927544,0.06521739130434782,0.07246376811594205,-0.0018378372263249813,0.2024072709408008
2021-02-02,2021-02-01,2,968361.31088,4,0.5338983050847457,0.2033898305084746,0.17796610169491528,0.08474576271186442,0.011766537475119198,0.41678243956654626
2021-03-02,2021-03-01,2,1878558.4,2,0.16935483870967738,0.5806451612903226,0.1693548387096774,0.08064516129032258,-0.0044604025057813235,0.1806451612903226
2021-04-02,2021-04-01,2,863411.17552,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,-0.0005487353039938103,0.15510204081632653
2021-05-07,2021-05-06,2,68814.2064,3,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,-0.007715346712426104,0.0
2021-06-02,2021-06-01,2,28859.915200000003,2,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,0.0037981424840293748,0.29
2021-07-02,2021-07-01,2,1263139.27904,3,0.4499999999999999,0.4,0.10714285714285714,0.04285714285714286,-0.006293845947803863,0.19310344827586212
2021-08-03,2021-08-02,2,1078688.60832,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.018210700746855366,0.3832673827020916
2021-09-02,2021-09-01,2,2232735.5999999996,2,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,-0.006571174418781581,0.046404019037546256
2021-10-11,2021-10-08,2,262058.42368,4,0.16935483870967738,0.5806451612903226,0.1693548387096774,0.08064516129032258,0.01426871977163556,0.4137931034482758
2021-11-02,2021-11-01,2,1633699.5747599998,4,0.45652173913043476,0.40579710144927544,0.06521739130434782,0.07246376811594205,-0.001999137698995836,0.19890054972513746
2021-12-02,2021-12-01,2,538896.91704,4,0.4999999999999999,0.3174603174603175,0.07142857142857142,0.11111111111111112,0.00530022002903415,0.29
2022-01-05,2022-01-04,2,1843462.40916,4,0.20588235294117646,0.3921568627450981,0.2647058823529412,0.13725490196078433,-0.0033296093222328544,0.054705882352941146
2022-02-08,2022-02-07,2,322548.725,3,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,-0.0034264310320321957,0.19016393442622953
2022-03-02,2022-03-01,2,1241217.6488,4,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,0.0024235511235961614,0.41678243956654626
2022-04-06,2022-04-01,2,1185618.9893999998,4,0.20588235294117646,0.3921568627450981,0.2647058823529412,0.13725490196078433,0.007882443942072092,0.26427962489343565
2022-05-06,2022-05-05,2,1894639.0239399998,4,0.4999999999999999,0.3174603174603175,0.07142857142857142,0.11111111111111112,0.0004941403429545965,0.29
2022-06-02,2022-06-01,2,1841391.75254,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,-0.0002884469733165718,0.19016393442622953
2022-07-04,2022-07-01,2,1110676.60302,4,0.16935483870967738,0.5806451612903226,0.1693548387096774,0.08064516129032258,0.008427660522957278,0.4137931034482758
2022-08-02,2022-08-01,2,2658048.2364,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.0064619554813083,0.33722109533468553
2022-09-02,2022-09-01,2,2300781.07682,4,0.20588235294117646,0.3921568627450981,0.2647058823529412,0.13725490196078433,0.003482553960823848,0.2519607843137254
2022-10-11,2022-10-10,2,1684360.1143199997,4,0.4499999999999999,0.4,0.10714285714285714,0.04285714285714286,-0.004850823053518336,0.19310344827586212
2022-11-02,2022-11-01,2,1340808.35434,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.023236572305547373,0.4137931034482758
2022-12-02,2022-12-01,2,2977276.3055999996,4,0.16935483870967738,0.5806451612903226,0.1693548387096774,0.08064516129032258,0.009750010056685158,0.4137931034482758
2023-01-04,2023-01-03,2,2845009.6360400002,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.0049947230856363205,0.3832673827020916
2023-02-02,2023-02-01,2,2711332.9183,4,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,-0.006215624335773212,0.19016393442622953
2023-03-02,2023-03-01,2,1298039.2678800002,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,6.130558819665406e-05,0.3331034482758621
2023-04-04,2023-04-03,2,2374447.1792,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.016874703908148377,0.3331034482758621
2023-05-05,2023-05-04,2,2722221.3347999994,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,0.009028009044606183,0.3331034482758621
2023-06-02,2023-06-01,2,2587234.07722,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,-0.001914099642217657,0.0
2023-07-04,2023-07-03,2,19054.623639999998,1,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.009436136843536301,0.3331034482758621
2023-08-02,2023-08-01,2,2706727.0609,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,0.0035128193468618404,0.3331034482758621
2023-09-04,2023-09-01,2,2644956.24608,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.003399234301430003,0.4137931034482758
2023-10-10,2023-10-09,2,3321851.9949199995,4,0.16935483870967738,0.5806451612903226,0.1693548387096774,0.08064516129032258,0.006918241482116119,0.4137931034482758
2023-11-02,2023-11-01,2,3280667.15088,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,-0.001015258235793973,0.19890054972513746
2023-12-04,2023-12-01,2,3115784.0948400004,4,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,0.005012074993010765,0.3832673827020916
2024-01-03,2024-01-02,2,3154519.3595600002,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.0063672169646793375,0.3331034482758621
2024-02-02,2024-02-01,2,37355.94266,3,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.014492622223450725,0.3331034482758621
2024-03-04,2024-03-01,2,3010421.2472999995,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,-0.001299946046950451,0.0
2024-04-02,2024-04-01,2,1676882.47652,4,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,-0.004792538107259742,0.19016393442622953
2024-05-07,2024-05-06,2,1646325.89188,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,-0.002999884787972769,0.0
2024-07-02,2024-07-01,2,2983660.2455599997,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,-0.012350828693431362,0.0
2024-08-02,2024-08-01,2,110677.39398,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,-0.0025893987305339377,0.19310344827586212
2024-09-03,2024-09-02,2,1685906.9038999998,4,0.4499999999999999,0.4,0.10714285714285714,0.04285714285714286,0.004653461162483165,0.2806451612903225
2024-10-09,2024-10-08,2,2743453.39192,4,0.16935483870967738,0.5806451612903226,0.1693548387096774,0.08064516129032258,0.00845629219868894,0.4137931034482758
2024-11-04,2024-11-01,2,1550074.0386,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,-0.0010001569483618546,0.15510204081632653
2024-12-03,2024-12-02,2,3120931.8227799996,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.004055020365361797,0.3331034482758621
2025-01-03,2025-01-02,2,82794.77088,3,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,-0.0043591908425964785,0.04865575686732908
2025-02-06,2025-02-05,2,362179.55096,4,0.5338983050847457,0.2033898305084746,0.17796610169491528,0.08474576271186442,0.003996679107164903,0.37725533078184803
2025-03-04,2025-03-03,2,2894408.0524,4,0.34507042253521125,0.5070422535211269,0.1056338028169014,0.04225352112676056,-0.0010674669407800467,0.17293927499422762
2025-04-02,2025-04-01,2,1742610.10044,4,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,0.0037955163164473775,0.3832673827020916
2025-05-07,2025-05-06,2,3806179.5708,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.011736442876700212,0.3832673827020916
2025-06-04,2025-06-03,2,3924247.6668799995,4,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,-0.003465010077198593,0.19016393442622953
2025-07-02,2025-07-01,2,1904908.99992,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,0.0010496803938437262,0.2523188405797102
2025-08-04,2025-08-01,2,2618272.4414399997,4,0.45652173913043476,0.40579710144927544,0.06521739130434782,0.07246376811594205,0.0010235173733179714,0.2843905915894511
2025-09-02,2025-09-01,2,3004340.75352,4,0.16935483870967738,0.5806451612903226,0.1693548387096774,0.08064516129032258,0.00618885667212097,0.2871669004207573
2025-10-10,2025-10-09,2,2988767.3535200004,4,0.45652173913043476,0.40579710144927544,0.06521739130434782,0.07246376811594205,0.006778247389625356,0.2523188405797102
2025-11-04,2025-11-03,2,2714151.11256,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,-0.0006805781898523966,0.19016393442622953
2025-12-02,2025-12-01,2,2029053.0418999998,4,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,0.004733950281279703,0.2843905915894511
2026-01-06,2026-01-05,2,3036525.5525399996,4,0.45652173913043476,0.40579710144927544,0.06521739130434782,0.07246376811594205,-0.0018184085734852373,0.19890054972513746
2026-02-03,2026-02-02,2,2138737.71258,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,0.004892160660250908,0.3521943573667711
2026-03-03,2026-03-02,2,3629827.9866,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,-0.0010540877291753414,0.19016393442622953
2026-04-02,2026-04-01,2,2058147.8354500001,4,0.17213114754098358,0.5901639344262295,0.12295081967213113,0.11475409836065574,0.002394093655528624,0.3832673827020916
2026-05-07,2026-05-06,2,4178662.31964,4,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,-0.0030737373255981587,0.0
2026-06-02,2026-06-01,2,10132.37316,1,0.543103448275862,0.20689655172413796,0.12931034482758622,0.12068965517241383,-0.01868286779067045,0.19310344827586212
2026-07-02,2026-07-01,2,1890874.5667799998,4,0.4499999999999999,0.4,0.10714285714285714,0.04285714285714286,0.00991475590510258,0.24
2026-08-04,2026-08-03,2,2911667.47744,4,0.20999999999999996,0.4,0.21000000000000002,0.18000000000000002,0.0,
