arm,window_end,baseline_sharpe,candidate_sharpe,candidate_leads
D1_positive_top5,2018-04-23,1.02571034652644,1.3840945925443977,True
D1_positive_top5,2018-05-24,0.960975963098168,1.1732008829263298,True
D1_positive_top5,2018-06-25,0.8026415163413967,1.0528278985435908,True
D1_positive_top5,2018-07-24,0.9767902267868361,1.000735560303078,True
D1_positive_top5,2018-08-22,1.0619876777122914,1.12061616520316,True
D1_positive_top5,2018-09-20,0.9995901922696834,1.0598275403047055,True
D1_positive_top5,2018-10-29,0.9337135326197259,0.9932103259486642,True
D1_positive_top5,2018-11-27,0.7107791145950325,0.7756682854897622,True
D1_positive_top5,2018-12-26,0.904081917284217,0.972017333489332,True
D1_positive_top5,2019-01-28,1.1881440744675429,1.1432232751832487,False
D1_positive_top5,2019-03-05,1.7605666807474154,1.716599985354035,False
D1_positive_top5,2019-04-03,1.519580728631467,1.5652702335260948,True
D1_positive_top5,2019-05-08,1.3908133783601515,1.5901632872909413,True
D1_positive_top5,2019-06-06,1.3668763695489077,1.5687040602705926,True
D1_positive_top5,2019-07-08,1.3400332418897365,1.5407428930316993,True
D1_positive_top5,2019-08-06,1.4571805378313205,1.7126061008575633,True
D1_positive_top5,2019-09-04,1.4879558392561467,1.702169651191704,True
D1_positive_top5,2019-10-11,1.4288361824419744,1.6689823044914287,True
D1_positive_top5,2019-11-11,1.4425227135533176,1.695474056692139,True
D1_positive_top5,2019-12-10,1.4961353897077805,1.7606146689410744,True
D1_positive_top5,2020-01-09,1.644824318759851,1.8705987889742681,True
D1_positive_top5,2020-02-17,1.6315083341924606,1.8449126663885316,True
D1_positive_top5,2020-03-17,1.2225823666520708,1.4957212372273847,True
D1_positive_top5,2020-04-16,1.341301036898031,1.6079569653286585,True
D1_positive_top5,2020-05-20,1.2966981963007067,1.5637860660671754,True
D1_positive_top5,2020-06-18,1.3207618462424113,1.5843897238101037,True
D1_positive_top5,2020-07-21,1.3344408446299667,1.620007219058967,True
D1_positive_top5,2020-08-19,1.144612929099091,1.3981900725084302,True
D1_positive_top5,2020-09-17,1.2127994633772934,1.2530374005855338,True
D1_positive_top5,2020-10-26,1.100124950673044,1.1194436065490048,True
D1_positive_top5,2020-11-24,1.1483382614893272,1.1482653968715004,False
