window,history,mechanism,drawdown_direction,rebound_direction,volume_direction,rsi_direction,alpha,rebalance_days,selection_cost_rate,train_annual_return,train_sharpe,train_max_drawdown,current_annual_return_delta,current_sharpe_delta,matched_annual_return_delta,matched_sharpe_delta,current_dual_blocks,matched_dual_blocks,median_current_annual_return_delta,median_current_sharpe_delta,robust_score,current_joint_improvement,block_1_current_annual_delta,block_1_current_sharpe_delta,block_1_matched_annual_delta,block_1_matched_sharpe_delta,block_2_current_annual_delta,block_2_current_sharpe_delta,block_2_matched_annual_delta,block_2_matched_sharpe_delta,block_3_current_annual_delta,block_3_current_sharpe_delta,block_3_matched_annual_delta,block_3_matched_sharpe_delta,block_4_current_annual_delta,block_4_current_sharpe_delta,block_4_matched_annual_delta,block_4_matched_sharpe_delta,current_gate,matched_gate,selected_on_train
10,126,near_high_high_volume_high_rsi,-1,1,1,1,1.0,1,0.0005,0.15644284072725934,0.7937159113162209,-0.24590085819637453,-0.059110326386802914,-0.2073229342150007,-0.052209130167418794,-0.1810491892582412,1,1,-0.07408108146846248,-0.35880993596122623,-1.7940496798061312,-0.27422620218576543,-0.09439357254698444,-0.4810115995542422,-0.09206818147811813,-0.5590202185257563,-0.1344397123126877,-0.4651022054854176,-0.1264966897973332,-0.451405687833622,0.05090902498426786,0.17046752606250049,0.10644186934744071,0.3310544025241061,-0.05376859038994053,-0.2525176664370348,-0.08947265293877371,-0.37308668506312254,False,False,False
10,126,near_high_high_volume_high_rsi,-1,1,1,1,1.0,2,0.0005,0.17821511045728688,0.8761749592180922,-0.22949576454023346,-0.037338056656775365,-0.12486388631312939,-0.02086467043294027,-0.055328160995872455,1,1,-0.07834018510135743,-0.3736003604303644,-1.8680018021518219,-0.17321970795732977,-0.10791444519648663,-0.5614063288776755,-0.06535054595414658,-0.30368690412663657,-0.15145338103208394,-0.5206869089553877,-0.1631517306354089,-0.6016153958344465,0.18232892517438803,0.4770164176651127,0.1979412338667379,0.5259232623958586,-0.04876592500622823,-0.2265138119053411,-0.03278362032361781,-0.1412004581560508,False,False,False
10,126,near_high_high_volume_high_rsi,-1,1,1,1,1.0,3,0.0005,0.130307774149244,0.6764837854430793,-0.2985010386690464,-0.08524539296481826,-0.3245550600881423,-0.041631223112131854,-0.14738272411453623,1,1,-0.11311645189765607,-0.43950006349732895,-2.2623290379531213,-0.3954726998732046,-0.1542606342265258,-0.8659013243122908,-0.12112389297868908,-0.6533831200371328,-0.12955297169756474,-0.42833771635818807,-0.044786618749588,-0.1349409432038282,0.05281524302355112,0.1527785580148232,0.06299743314865935,0.18802635656184497,-0.09667993209774739,-0.4506624106364698,-0.04926382675945984,-0.21998602818869034,False,False,False
10,126,near_high_high_volume_high_rsi,-1,1,1,1,1.0,5,0.0005,0.07553964781245903,0.45254679633989897,-0.3004695778038977,-0.14001351930160322,-0.5484920491913226,-0.14001351930160322,-0.5484920491913226,0,0,-0.11149985437396226,-0.5657175937624279,-2.8285879688121396,-0.6495544518142643,-0.1357045404493662,-0.7265677101503185,-0.1357045404493662,-0.7265677101503185,-0.3076988205592177,-1.2843165338051281,-0.3076988205592177,-1.2843165338051281,-0.025389394374895513,-0.03760898396485379,-0.025389394374895513,-0.03760898396485379,-0.08729516829855832,-0.4048674773745374,-0.08729516829855832,-0.4048674773745374,False,False,False
10,126,near_high_high_volume_high_rsi,-1,1,1,1,1.0,10,0.0005,0.11806546088323122,0.6116435248345187,-0.30225713207429705,-0.09748770623083103,-0.3893953206967029,-0.162844770335697,-0.5931954314212917,1,0,-0.07496759763723448,-0.2850655268526249,-1.4993519527446897,-0.45226756598405427,-0.2787892973250333,-1.613398843191859,-0.15311223261895968,-0.8664702977334433,-0.08336666168832974,-0.26311015056722287,-0.11408929061862327,-0.4315259082408618,0.07628288180878973,0.1775924925768736,-0.22288203726527356,-0.5594807870088543,-0.06656853358613923,-0.3070209031380269,-0.16338284946427284,-0.6913047009971404,False,False,False
10,126,near_high_high_volume_low_rsi,-1,1,1,-1,0.25,1,0.0005,0.20808984725542423,0.9726431112368212,-0.26077643000923123,-0.007463319858638018,-0.028395734294400343,-0.0005621236392538975,-0.0021219893376408505,1,0,-0.006347282921957298,0.027623224757499232,-0.12694565843914596,-0.034624032476816835,-0.0023253910688663115,0.07800861897151412,0.0,0.0,-0.010369174775048284,-0.022762169456515657,-0.0024261522596937812,-0.009065651804720076,-0.05553284436317285,-0.16058687646160563,0.0,0.0,0.03570406254883318,0.12056901862608771,0.0,0.0,False,False,False
10,126,near_high_high_volume_low_rsi,-1,1,1,-1,0.25,2,0.0005,0.19674993515410222,0.9226272389915735,-0.2316674972111924,-0.01880323195996003,-0.07841160653964807,-0.002329845736124936,-0.008875881222391135,1,0,-0.01579730668748014,-0.0671100992400181,-0.3355504962000905,-0.08723245504442113,-0.04256389924234005,-0.25771942475103893,0.0,0.0,0.0014327402942626577,0.04156185269162371,-0.010265609309062285,-0.03936663418743502,-0.015612308692349863,-0.04890684473074591,0.0,0.0,-0.015982304682610415,-0.08531335374929028,0.0,0.0,False,False,False
10,126,near_high_high_volume_low_rsi,-1,1,1,-1,0.25,3,0.0005,0.17386013825756486,0.8308733585580677,-0.20648298532333698,-0.041693028856497394,-0.17016548697315392,0.001921140996189008,0.00700684900045212,0,1,-0.040276423293062136,-0.22159729336146872,-1.1079864668073436,-0.19342341109947636,-0.03313674124783672,-0.212518204275158,0.0,0.0,-0.07669223314760965,-0.26355082729660717,0.008074119800367097,0.029845945857752687,-0.010182190125108237,-0.03524779854702176,0.0,0.0,-0.04741610533828755,-0.23067638244777944,0.0,0.0,False,False,False
10,126,near_high_high_volume_low_rsi,-1,1,1,-1,0.25,5,0.0005,0.21964128660277438,1.0157368567118295,-0.21988831808861675,0.0040881194887121275,0.014698011180607873,0.0040881194887121275,0.014698011180607873,1,1,0.0,0.0,0.0,0.01468275806300811,0.0,0.0,0.0,0.0,0.017752449702714834,0.06018513411608484,0.017752449702714834,0.06018513411608484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
10,126,near_high_high_volume_low_rsi,-1,1,1,-1,0.25,10,0.0005,0.2835512973872534,1.2134365260731206,-0.19672816700819562,0.06799813027319113,0.212397680541899,0.002641066168325157,0.008597569817310191,3,1,0.06932656849019825,0.2952292887091454,1.386531369803965,0.21217726114233446,-0.12567706470607365,-0.7469285454584156,0.0,0.0,0.04183882110226289,0.2061747795591773,0.011116192171969352,0.03775902188553837,0.2991649190740633,0.7370732795857279,0.0,0.0,0.0968143158781336,0.3842837978591135,0.0,0.0,True,False,False
