family,q_window,rsi_weight,threshold,rebalance_days,train_days,train_annual_return,train_sharpe,train_max_drawdown,train_total_return,test_days,test_annual_return,test_sharpe,test_max_drawdown,test_total_return,full_days,full_annual_return,full_sharpe,full_max_drawdown,full_total_return,full_annual_turnover,same_path_as_selected
top1_lo,20,0.65,,5,2215,0.13658493338852584,0.6480178300926697,-0.3744978004351729,2.0812220932924497,958,0.30364563351718177,1.0289543174186748,-0.2591970957001041,1.7402431414535697,3173,0.1846326289627489,0.7767806099753202,-0.3744978004351729,7.4432977084398395,71.8751969744721,False
top1_lo,20,0.65,,10,2215,0.2465270902473038,1.0068088714408712,-0.3386890569526404,5.937256436804755,958,0.48124466940745303,1.4969096799382684,-0.2550410754294249,3.4529998233523704,3173,0.3131770567207113,1.167676550537709,-0.3386890569526404,29.89160168764168,43.442798613299715,False
top1_lo,20,0.75,,1,2215,0.22214016535533654,0.958661920393732,-0.2766130215265876,4.831309397135205,958,0.3700128397568212,1.1727511010070744,-0.25504107542942467,2.3095629440973244,3173,0.26502021286865385,1.0277593705633636,-0.2766130215265876,18.299085496325215,194.81752284903877,False
top1_lo,20,0.75,,2,2214,0.11539419902697912,0.5702330420714784,-0.3495857268588203,1.6103107302131798,958,0.40358926724510713,1.280728654025057,-0.25504107542942467,2.628656523228505,3172,0.1955651966155414,0.8125476932730932,-0.3495857268588203,8.471921058841422,145.4640605296343,False
top1_lo,20,0.75,,3,2215,0.1455801408792834,0.677762564022382,-0.31614635232383004,2.302289919791489,958,0.3942025724103513,1.2428214766496792,-0.2550410754294248,2.5372636534243296,3173,0.2155689130193965,0.8704045708762997,-0.31614635232383004,10.681070106347997,115.55625590923415,False
top1_lo,20,0.75,,5,2215,0.08896984263057939,0.47716647352376684,-0.37311831951136765,1.1152299883949603,958,0.1863117410191366,0.7028393276235221,-0.2970920219099381,0.9145791490227895,3173,0.11748635457444645,0.5541104524175038,-0.37311831951136765,3.0497752311687085,80.92908919004097,False
top1_lo,20,0.75,,10,2215,0.19219119364434167,0.8630112068509006,-0.3590282176616484,3.6887416931502086,958,0.35339383430884164,1.1971759265984845,-0.2976611900412073,2.1595159025566737,3173,0.23872607959382153,0.9739454431604285,-0.3590282176616484,13.814153942488593,45.1900409706902,False
top1_lo,20,1.0,,1,2215,0.1628557487912834,0.7512013709670773,-0.3374082487522688,2.7666161911593603,958,0.19716347939173184,0.8423262273100504,-0.19802181734615454,0.9820162022888153,3173,0.17310910385933265,0.7795189828995673,-0.38713144872076066,6.465494318681247,179.5688622754491,False
top1_lo,20,1.0,,2,2214,0.20207445921261358,0.8798950931212534,-0.3207339688986176,4.037953753255046,958,0.26744413225486285,1.074057066635917,-0.19896177594686315,1.462027585365894,3172,0.2214536939025653,0.9395805796058071,-0.33058037952392816,11.403581114311578,136.56620428751577,False
top1_lo,20,1.0,,3,2214,0.17684534415348097,0.7825332203711199,-0.3215795404940869,3.181387204567475,958,0.31237416601479207,1.1742301458747366,-0.2195716301494396,1.8106485871807414,3172,0.21623189842431856,0.9047207575487185,-0.3215795404940869,10.752410038973219,109.55485498108449,False
top1_lo,20,1.0,,5,2215,0.08606762504462617,0.47469544067580416,-0.40929127422860756,1.0661910944140165,958,0.23978466830667466,0.9184486148312977,-0.2015715453373238,1.2639350431980478,3173,0.1303533027429966,0.6234522589754252,-0.40929127422860756,3.677722424587639,78.54648597541758,False
top1_lo,20,1.0,,10,2215,0.15447851728580764,0.7161130435922871,-0.45600751816576346,2.5346943720731123,958,0.18118362420061973,0.7117136588910359,-0.2916376449586593,0.8833063701765247,3173,0.16247712978604945,0.7116605291440175,-0.45600751816576346,5.656912427552397,44.554680113457295,False
top1_lo,20,1.5,,1,2215,0.09009372648679848,0.4738003988187327,-0.35165451175879536,1.1344955943539983,958,0.22635703389597417,0.8439957509454106,-0.22785160285515482,1.1721258394634448,3173,0.12955688329341908,0.5970662211534039,-0.35165451175879536,3.6363930347172104,186.71667191931925,False
top1_lo,20,1.5,,2,2214,0.08708850515478872,0.4597838226142483,-0.3804255667197167,1.082634609015782,958,0.2912825965886412,1.0107229401689626,-0.22031301766738998,1.6427565383028755,3172,0.14509799541118995,0.6441478462640574,-0.3804255667197167,4.503896229872312,139.74401008827238,False
top1_lo,20,1.5,,3,2215,0.17269382292232693,0.7582437243618136,-0.39580458187094425,3.0561219197496587,958,0.356323228619696,1.1725767948332984,-0.21658466929225972,2.185592783588703,3173,0.22534861746413548,0.8954451066451486,-0.39580458187094425,11.921152716910491,110.7910494799874,False
top1_lo,20,1.5,,5,2215,0.06859346240446618,0.3962930142077023,-0.45508272057258503,0.7916486277079555,958,0.32958542719118,1.116545992183393,-0.24301273494235565,1.9533717159507016,3173,0.14147415461193802,0.6415187783700171,-0.45508272057258503,4.291404381994554,78.70532618972581,False
top1_lo,20,1.5,,10,2215,-0.026324864663658132,0.012143567842000378,-0.6121644952363752,-0.20902376036645487,958,0.15162017746375467,0.6225161138260031,-0.26979966376525144,0.710300903960442,3173,0.02428962609819485,0.22180456406866547,-0.6121644952363752,0.3528073776564864,45.666561613614874,False
