date,arm,transaction_cost_rate,transaction_cost_bps_one_side,gross_return,net_return,benchmark_return
2014-03-19,B,5e-05,0.5,-0.0022338049143707517,-0.0022338049143707517,-0.001300889205980038
2014-03-20,B,5e-05,0.5,-0.012313432835820981,-0.012313432835820981,-0.01797819411015747
2014-03-21,B,5e-05,0.5,0.0,0.0,0.010688621426699074
2014-03-24,B,5e-05,0.5,-0.0026445032111823696,-0.0026445032111823696,-0.006532671527775646
2014-03-25,B,5e-05,0.5,-0.012121212121212088,-0.012121212121212088,-0.0052417561382074596
2014-03-26,B,5e-05,0.5,0.0025116530537916404,0.0024116530537916406,0.005566937470234623
2014-03-27,B,5e-05,0.5,-0.006925207756232621,-0.006925207756232621,-0.018514752011567798
2014-03-28,B,5e-05,0.5,-0.00046490004649002437,-0.00046490004649002437,-0.008120803351723688
2014-03-31,B,5e-05,0.5,-0.0041860465116279055,-0.0041860465116279055,-0.0008886285418016615
2014-04-01,B,5e-05,0.5,0.005604857543203945,0.005604857543203945,0.007892288894108312
2014-04-02,B,5e-05,0.5,0.007895959126799967,0.007895959126799967,0.0014734780440024409
2014-04-03,B,5e-05,0.5,-0.006912442396313279,-0.006912442396313279,-0.0009934195089763564
2014-04-04,B,5e-05,0.5,0.012064965197215782,0.012064965197215782,0.0037330360574633903
2014-04-08,B,5e-05,0.5,0.023842274186153256,0.023842274186153256,0.0028934979695416085
2014-04-09,B,5e-05,0.5,-0.001791312136139811,-0.001791312136139811,0.004857487131329635
2014-04-10,B,5e-05,0.5,0.016150740242261152,0.016150740242261152,0.009430844969687324
2014-04-11,B,5e-05,0.5,-0.00044150110375285045,-0.00044150110375285045,-0.011310994486769532
2014-04-14,B,5e-05,0.5,-0.0004416961130743191,-0.0004416961130743191,0.002786551678399307
2014-04-15,B,5e-05,0.5,-0.017675651789659796,-0.017675651789659796,-0.008117493364357659
2014-04-16,B,5e-05,0.5,0.0,0.0,-0.0015364985575458123
2014-04-17,B,5e-05,0.5,-0.001799370220422869,-0.001799370220422869,0.0030417402807647598
2014-04-18,B,5e-05,0.5,-0.0018026137899953554,-0.0018026137899953554,-3.492394471982241e-05
2014-04-21,B,5e-05,0.5,-0.018058690744921058,-0.018058690744921058,-0.008012053073686576
2014-04-22,B,5e-05,0.5,0.006896551724138167,0.006896551724138167,-5.248230681917376e-05
2014-04-23,B,5e-05,0.5,-0.002739726027397249,-0.002739726027397249,-0.0007436957287236534
2014-04-24,B,5e-05,0.5,0.001831501831501825,0.001831501831501825,-0.001175528973555634
2014-04-25,B,5e-05,0.5,-0.012340036563071366,-0.012340036563071366,-0.006106137973251852
2014-04-28,B,5e-05,0.5,-0.013882461823230052,-0.013882461823230052,-0.010535190043746617
2014-04-29,B,5e-05,0.5,-0.00951293759512939,-0.009612937595129389,0.0018592974395166273
2014-04-30,B,5e-05,0.5,0.0034575489819439476,0.0034575489819439476,0.006966997138352138
2014-05-05,B,5e-05,0.5,0.004594180704440953,0.004594180704440953,0.0057080959554449695
2014-05-06,B,5e-05,0.5,0.0007621951219511924,0.0007621951219511924,0.003887373341406014
2014-05-07,B,5e-05,0.5,-0.00038080731150036407,-0.00038080731150036407,-0.010771499509726667
2014-05-08,B,5e-05,0.5,-0.01447619047619042,-0.01447619047619042,-0.005726631954950184
2014-05-09,B,5e-05,0.5,0.00020675829954774905,0.00010675829954774904,-0.0048444234576631995
2014-05-12,B,5e-05,0.5,0.004314063848144922,0.004314063848144922,0.011084750861211523
2014-05-13,B,5e-05,0.5,0.018900343642611617,0.018900343642611617,0.0028292233332480876
2014-05-14,B,5e-05,0.5,0.003372681281618828,0.003372681281618828,0.002738613364256348
2014-05-15,B,5e-05,0.5,-0.003361344537815114,-0.003361344537815114,-0.008442598787227945
2014-05-16,B,5e-05,0.5,-0.005902192242832949,-0.005902192242832949,-0.00741760578875561
2014-05-19,B,5e-05,0.5,0.0025445292620864812,0.0025445292620864812,-0.0023509789571335704
2014-05-20,B,5e-05,0.5,0.006768189509306355,0.006768189509306355,0.0046991213770044005
2014-05-21,B,5e-05,0.5,-0.005882352941176339,-0.005882352941176339,0.0038654694889465324
2014-05-22,B,5e-05,0.5,0.01183431952662728,0.01183431952662728,0.004163898053642201
2014-05-23,B,5e-05,0.5,0.004177109440267168,0.004177109440267168,0.009506537568215678
2014-05-26,B,5e-05,0.5,0.0074875207986688785,0.0074875207986688785,0.006138333741200069
2014-05-27,B,5e-05,0.5,0.004128819157720898,0.004128819157720898,-0.0025895040136665604
2014-05-28,B,5e-05,0.5,0.010690789473684292,0.010690789473684292,0.009001705279100908
2014-05-29,B,5e-05,0.5,-0.00406834825061031,-0.00406834825061031,-0.01029640801330281
2014-05-30,B,5e-05,0.5,0.012254901960784492,0.012254901960784492,0.004499551663043028
2014-06-03,B,5e-05,0.5,-0.002421307506053405,-0.002421307506053405,-0.003967510112435624
2014-06-04,B,5e-05,0.5,-0.0024271844660193054,-0.0024271844660193054,-0.0015631577213416625
2014-06-05,B,5e-05,0.5,0.007299270072992581,0.007299270072992581,0.010155580910797046
2014-06-06,B,5e-05,0.5,0.010466988727858118,0.010466988727858118,0.001763955245660087
2014-06-09,B,5e-05,0.5,0.0007968127490041166,0.0007968127490041166,-0.0059352680135076885
2014-06-10,B,5e-05,0.5,-0.005573248407643283,-0.005573248407643283,0.00770251026334326
2014-06-11,B,5e-05,0.5,0.0048038430744594685,0.0048038430744594685,0.00408561183297923
2014-06-12,B,5e-05,0.5,-0.005577689243027817,-0.005577689243027817,-0.002187075692825613
2014-06-13,B,5e-05,0.5,-0.005608974358974228,-0.005608974358974228,0.005762587723727841
2014-06-16,B,5e-05,0.5,0.013010241788212307,0.012910241788212307,0.004690985950948745
2014-06-17,B,5e-05,0.5,-0.009537784299339602,-0.009537784299339602,-0.005487491690704893
2014-06-18,B,5e-05,0.5,-0.009629629629629766,-0.009629629629629766,-0.003954591656832845
2014-06-19,B,5e-05,0.5,-0.03440538519072556,-0.03440538519072556,-0.00698956518132135
2014-06-20,B,5e-05,0.5,0.010844306738962084,0.010844306738962084,0.009995630567850688
2014-06-23,B,5e-05,0.5,-0.0031746031746031633,-0.003274603174603163,0.006172817089049376
2014-06-24,B,5e-05,0.5,0.0,0.0,0.003979680615194603
2014-06-25,B,5e-05,0.5,-0.0015923566878981443,-0.0015923566878981443,-0.004575510532395244
2014-06-26,B,5e-05,0.5,0.00797448165869219,0.00797448165869219,0.008428888238854237
2014-06-27,B,5e-05,0.5,0.0031645569620253333,0.0031645569620253333,0.0019079543717812064
2014-06-30,B,5e-05,0.5,-0.0018982536066818323,-0.001998253606681832,0.004496996207774051
2014-07-01,B,5e-05,0.5,0.0034233548877899977,0.0034233548877899977,0.0030039029718180177
2014-07-02,B,5e-05,0.5,0.0022744503411675776,0.0022744503411675776,0.005716651851286225
2014-07-03,B,5e-05,0.5,-0.0022692889561272134,-0.0022692889561272134,0.0007347222584365432
2014-07-04,B,5e-05,0.5,-0.0011372251705837888,-0.0011372251705837888,0.0015754983391325916
2014-07-07,B,5e-05,0.5,-0.006831119544591924,-0.006831119544591924,-0.0044380268562058955
2014-07-08,B,5e-05,0.5,0.004993386437788239,0.004893386437788238,0.0038391906212268123
2014-07-09,B,5e-05,0.5,-0.015337423312883458,-0.015337423312883458,-0.011706038914774314
2014-07-10,B,5e-05,0.5,0.005451713395638658,0.005451713395638658,-0.0016082616077759126
2014-07-11,B,5e-05,0.5,-0.0077459333849728695,-0.0077459333849728695,0.00046044752481086415
2014-07-14,B,5e-05,0.5,0.007025761124121788,0.007025761124121788,0.0032446648223166397
2014-07-15,B,5e-05,0.5,0.008527131782945618,0.008527131782945618,-0.005154336842423363
2014-07-16,B,5e-05,0.5,-0.003843197540353449,-0.003843197540353449,-0.007089526694075976
2014-07-17,B,5e-05,0.5,0.0030864197530864335,0.0030864197530864335,-0.00035395729934215026
2014-07-18,B,5e-05,0.5,-0.007692307692307665,-0.007692307692307665,0.00028256003007451347
2014-07-21,B,5e-05,0.5,0.0057448088758458304,0.00564480887584583,0.002016634572177489
2014-07-22,B,5e-05,0.5,0.011807447774750512,0.011807447774750512,0.005730004436775765
2014-07-23,B,5e-05,0.5,0.0017953321364450048,0.0017953321364450048,-0.006178540303772573
2014-07-24,B,5e-05,0.5,0.02150537634408578,0.02150537634408578,0.0016972130565235388
2014-07-25,B,5e-05,0.5,0.011403508771930193,0.011403508771930193,0.004237648546996264
2014-07-28,B,5e-05,0.5,0.026886383347788145,0.026886383347788145,0.013178738988825767
2014-07-29,B,5e-05,0.5,0.0025337837837837718,0.0025337837837837718,0.002976429756471527
2014-07-30,B,5e-05,0.5,-0.0033698399326030914,-0.0033698399326030914,0.0004065001915398436
2014-07-31,B,5e-05,0.5,0.013524936601859716,0.013524936601859716,0.0035668643952059265
2014-08-01,B,5e-05,0.5,-0.012093411175979951,-0.012093411175979951,-0.013065602845497432
2014-08-04,B,5e-05,0.5,0.021528070915998176,0.021528070915998176,0.00868976608126093
2014-08-05,B,5e-05,0.5,-0.00289256198347132,-0.00289256198347132,0.005337880462127076
2014-08-06,B,5e-05,0.5,-0.006216328222129919,-0.006216328222129919,-0.002737913402407366
2014-08-07,B,5e-05,0.5,-0.010842368640533784,-0.010842368640533784,-0.000839452497389287
2014-08-08,B,5e-05,0.5,0.00042158516020252,0.00042158516020252,0.0034790861391503503
2014-08-11,B,5e-05,0.5,0.013906447534766109,0.013906447534766109,0.007843224088683876
2014-08-12,B,5e-05,0.5,-0.004156275976725077,-0.004156275976725077,-0.00043489222218065504
2014-08-13,B,5e-05,0.5,0.00292153589315558,0.00292153589315558,-0.0028045906794652298
2014-08-14,B,5e-05,0.5,-0.012068248023304418,-0.012068248023304418,-0.0004504097504578475
2014-08-15,B,5e-05,0.5,0.012636899747261898,0.012636899747261898,0.0075838605803045245
2014-08-18,B,5e-05,0.5,0.0033277870216308347,0.0033277870216308347,0.005048197865721971
2014-08-19,B,5e-05,0.5,0.0008291873963515162,0.0008291873963515162,0.004113882974632638
2014-08-20,B,5e-05,0.5,-0.0037282518641260642,-0.0037282518641260642,-0.001850983006771445
2014-08-21,B,5e-05,0.5,0.017985611510791477,0.017885611510791478,-8.515873630443593e-05
2014-08-22,B,5e-05,0.5,0.009893992932862306,0.009893992932862306,0.004576339576032262
2014-08-25,B,5e-05,0.5,-0.01469559132260334,-0.01469559132260334,-0.0057918359236646955
2014-08-26,B,5e-05,0.5,-0.022017045454545414,-0.022017045454545414,-0.003047595628308142
2014-08-27,B,5e-05,0.5,0.007988380537400142,0.007988380537400142,0.001480452124118986
2014-08-28,B,5e-05,0.5,-0.012968299711815456,-0.012968299711815456,-0.005316878849354889
2014-08-29,B,5e-05,0.5,0.017518248175182327,0.017518248175182327,0.005621909835685224
2014-09-01,B,5e-05,0.5,0.016499282639885315,0.016499282639885315,0.006473531602312399
2014-09-02,B,5e-05,0.5,0.00917431192660545,0.00917431192660545,0.0065283433029899585
2014-09-03,B,5e-05,0.5,0.0062937062937062915,0.0062937062937062915,0.0037888700713065993
2014-09-04,B,5e-05,0.5,-0.010977691507827458,-0.011077691507827458,0.001681445690616734
2014-09-05,B,5e-05,0.5,-0.001491424310216205,-0.001491424310216205,0.002069328612939292
2014-09-09,B,5e-05,0.5,0.006721433905900076,0.006721433905900076,-0.001050660536091097
2014-09-10,B,5e-05,0.5,-0.005934718100890191,-0.005934718100890191,-0.002344959399260882
2014-09-11,B,5e-05,0.5,0.0014925373134329067,0.0014925373134329067,-0.0014620494625052771
2014-09-12,B,5e-05,0.5,0.012539324885182834,0.012439324885182835,0.0023696538818093194
2014-09-15,B,5e-05,0.5,0.0,0.0,-0.0020589872455571145
2014-09-16,B,5e-05,0.5,-0.030343897505057393,-0.030343897505057393,-0.014730688543914072
2014-09-17,B,5e-05,0.5,0.0013908205841446364,0.0013908205841446364,0.003540395495363613
2014-09-18,B,5e-05,0.5,0.011111111111111072,0.011111111111111072,0.0021111377221599004
2014-09-19,B,5e-05,0.5,0.0027472527472527375,0.0027472527472527375,0.005612832117006777
2014-09-22,B,5e-05,0.5,-0.02323874755381594,-0.02333874755381594,-0.01269412073591622
2014-09-23,B,5e-05,0.5,0.010330578512396604,0.010330578512396604,0.004353124547285897
2014-09-24,B,5e-05,0.5,0.019222903885480758,0.019222903885480758,0.0069262547489231385
2014-09-25,B,5e-05,0.5,-0.005216693418940821,-0.005216693418940821,-0.0021977839862899473
2014-09-26,B,5e-05,0.5,0.0004033884630900708,0.0004033884630900708,-0.0014328122192604487
2014-09-29,B,5e-05,0.5,0.011141030417251008,0.011041030417251008,0.006147135341184967
2014-09-30,B,5e-05,0.5,0.00738750839489577,0.00738750839489577,0.0019857639150619444
2014-10-08,B,5e-05,0.5,0.010000000000000009,0.010000000000000009,-0.0017714546347913918
2014-10-09,B,5e-05,0.5,0.0026402640264027166,0.0026402640264027166,0.005967424810287614
2014-10-10,B,5e-05,0.5,-0.004608294930875556,-0.004608294930875556,-0.0064875484230947356
2014-10-13,B,5e-05,0.5,-0.004629629629629761,-0.004629629629629761,-0.004272420244949698
2014-10-14,B,5e-05,0.5,-0.007973421926910196,-0.007973421926910196,-0.00454481296459866
2014-10-15,B,5e-05,0.5,0.00602813127930335,0.00602813127930335,0.0014806775668285976
2014-10-16,B,5e-05,0.5,-0.013315579227696439,-0.013315579227696439,-0.002967000191527458
2014-10-17,B,5e-05,0.5,-0.004415897230028221,-0.004515897230028221,-0.004600298873911002
2014-10-20,B,5e-05,0.5,0.004435483870967705,0.004435483870967705,0.007049890439253442
2014-10-21,B,5e-05,0.5,-0.00642312324367722,-0.00642312324367722,-0.0016159590739747987
2014-10-22,B,5e-05,0.5,-0.005656565656565693,-0.005656565656565693,0.0032682153335299724
2014-10-23,B,5e-05,0.5,-0.010564811052417689,-0.010564811052417689,-0.010234691979036481
2014-10-24,B,5e-05,0.5,-0.0012327074786332437,-0.0013327074786332437,0.0006971208858982947
2014-10-27,B,5e-05,0.5,-0.0016454134101192563,-0.0016454134101192563,0.00197895250724639
2014-10-28,B,5e-05,0.5,-0.0020601565718993964,-0.0020601565718993964,0.00868183955046814
2014-10-29,B,5e-05,0.5,0.002477291494632494,0.002477291494632494,0.007626818944509117
2014-10-30,B,5e-05,0.5,-0.01317957166392092,-0.01317957166392092,-0.0031314470921660342
2014-10-31,B,5e-05,0.5,0.013728575902090867,0.013628575902090868,0.0011738490681867941
2014-11-03,B,5e-05,0.5,-0.0019577133907596744,-0.0019577133907596744,0.001228689692080509
2014-11-04,B,5e-05,0.5,-0.0007846214201646662,-0.0007846214201646662,-0.0036722375429273924
2014-11-05,B,5e-05,0.5,-0.0011778563015312216,-0.0011778563015312216,-0.005793758235394242
2014-11-06,B,5e-05,0.5,0.00039308176100627534,0.00039308176100627534,0.0025669190073851766
2014-11-07,B,5e-05,0.5,0.004816182698168303,0.004716182698168303,-0.0017849076265285813
2014-11-10,B,5e-05,0.5,0.0,0.0,0.012022647065063508
2014-11-11,B,5e-05,0.5,0.0,0.0,-0.013953575796476297
2014-11-12,B,5e-05,0.5,-0.0007336757153337814,-0.0007336757153337814,0.009633134863102355
2014-11-13,B,5e-05,0.5,0.001468428781204123,0.001468428781204123,-0.007872372107058212
2014-11-14,B,5e-05,0.5,0.0007331378299120228,0.0007331378299120228,-0.0009071130843514852
2014-11-17,B,5e-05,0.5,0.00219780219780219,0.00219780219780219,0.00992918657973113
2014-11-18,B,5e-05,0.5,0.0,0.0,-0.0005764593582357203
2014-11-19,B,5e-05,0.5,0.01242690058479523,0.01242690058479523,0.007390492287060263
2014-11-20,B,5e-05,0.5,-0.009386281588447565,-0.009386281588447565,-0.006305523947058828
2014-11-21,B,5e-05,0.5,0.004373177842565523,0.004373177842565523,0.009780755174030598
2014-11-24,B,5e-05,0.5,0.019245283018867854,0.019145283018867854,0.008121030010328434
2014-11-25,B,5e-05,0.5,0.010366530914476257,0.010366530914476257,0.009597618427713617
2014-11-26,B,5e-05,0.5,0.010993037742762723,0.010993037742762723,0.006384204998434784
2014-11-27,B,5e-05,0.5,0.009061254077564307,0.009061254077564307,0.006204444731936487
2014-11-28,B,5e-05,0.5,0.02370689655172442,0.02370689655172442,0.005226390280146848
2014-12-01,B,5e-05,0.5,0.001052631578947416,0.001052631578947416,-0.008629397397305144
2014-12-02,B,5e-05,0.5,0.03960743077462325,0.03960743077462325,0.01859088988370075
2014-12-03,B,5e-05,0.5,0.010788941335131419,0.010788941335131419,0.011342840227768186
2014-12-04,B,5e-05,0.5,0.060707138092061186,0.060707138092061186,0.019581317728947
2014-12-05,B,5e-05,0.5,-0.00597484276729543,-0.00597484276729543,-0.010453767701613687
2014-12-08,B,5e-05,0.5,0.048086048718759766,0.048086048718759766,0.008209824687578443
2014-12-09,B,5e-05,0.5,-0.05523694536673707,-0.05523694536673707,-0.022250284014212085
2014-12-10,B,5e-05,0.5,0.036102236421725165,0.036102236421725165,0.030854517590103825
2014-12-11,B,5e-05,0.5,-0.010792476102374327,-0.010792476102374327,-0.008683764846839831
2014-12-12,B,5e-05,0.5,0.0031172069825435855,0.0031172069825435855,0.0039649424575491365
2014-12-15,B,5e-05,0.5,0.011497824735860807,0.011497824735860807,0.0060835777813672
2014-12-16,B,5e-05,0.5,0.02334869431643627,0.02334869431643627,0.00017986359469640556
2014-12-17,B,5e-05,0.5,0.017111978384869442,0.017111978384869442,0.0010484743812483321
2014-12-18,B,5e-05,0.5,-0.0011806375442738881,-0.0011806375442738881,0.003731547849223249
2014-12-19,B,5e-05,0.5,0.014775413711584084,0.014775413711584084,0.006031399755716038
2014-12-22,B,5e-05,0.5,-0.006988934187536433,-0.006988934187536433,-0.014852678352258092
2014-12-23,B,5e-05,0.5,-0.020234604105571763,-0.020234604105571763,-0.00906194609129335
2014-12-24,B,5e-05,0.5,-0.027835977252319677,-0.027835977252319677,-0.0048107376798311174
2014-12-25,B,5e-05,0.5,0.03633004926108363,0.03633004926108363,0.008872251591973995
2014-12-26,B,5e-05,0.5,0.03891859774212714,0.03891859774212714,0.01195397786953764
2014-12-29,B,5e-05,0.5,-0.004861309694023319,-0.004861309694023319,-0.0015266385354928136
2014-12-30,B,5e-05,0.5,0.0,0.0,-0.009239782216878933
2014-12-31,B,5e-05,0.5,0.027011494252873414,0.027011494252873414,0.008889236865144201
2015-01-05,B,5e-05,0.5,0.03189703413542255,0.03189703413542255,0.0026426618052569073
2015-01-06,B,5e-05,0.5,-0.006778741865509863,-0.006778741865509863,0.010882068316487276
2015-01-07,B,5e-05,0.5,-0.00027300027300025675,-0.00027300027300025675,-0.0033313638306047555
2015-01-08,B,5e-05,0.5,-0.021845985800109213,-0.021845985800109213,-0.0001545514099754175
2015-01-09,B,5e-05,0.5,-0.007258514796203208,-0.007258514796203208,0.004149712201597933
2015-01-12,B,5e-05,0.5,-0.003093363329583765,-0.003093363329583765,0.005348694980893021
2015-01-13,B,5e-05,0.5,-0.001974612129760356,-0.001974612129760356,-0.0006513278874835382
2015-01-14,B,5e-05,0.5,-0.0022611644997172498,-0.0022611644997172498,-0.004775718871405543
2015-01-15,B,5e-05,0.5,0.028328611898017053,0.028328611898017053,0.006166342562097332
2015-01-16,B,5e-05,0.5,0.008815426997245135,0.008815426997245135,0.01697288005255268
2015-01-19,B,5e-05,0.5,-0.09994538503549977,-0.09994538503549977,-0.02419986838218527
2015-01-20,B,5e-05,0.5,0.0041580942673176136,0.004058094267317613,0.024003190976462474
2015-01-21,B,5e-05,0.5,0.01945525291828809,0.01945525291828809,0.019834380997233114
2015-01-22,B,5e-05,0.5,-0.011832061068702382,-0.011832061068702382,0.002289697487245501
2015-01-23,B,5e-05,0.5,0.006952491309385911,0.006952491309385911,7.69228811370315e-05
2015-01-26,B,5e-05,0.5,0.0007671653241272391,0.0007671653241272391,0.009726099077782963
2015-01-27,B,5e-05,0.5,-0.007665772326561959,-0.007665772326561959,-0.00394458802681058
2015-01-28,B,5e-05,0.5,0.003772863106887625,0.0036728631068876252,-0.010043563547582957
2015-01-29,B,5e-05,0.5,-0.00959232613908878,-0.00959232613908878,-0.009571029451870411
2015-01-30,B,5e-05,0.5,-0.017554479418886104,-0.017554479418886104,-0.008511728076412511
2015-02-02,B,5e-05,0.5,0.009858287122612497,0.009858287122612497,-0.0013880176367994101
2015-02-03,B,5e-05,0.5,0.032946918852959195,0.032946918852959195,0.016178478182334532
2015-02-04,B,5e-05,0.5,0.002953337271116352,0.002953337271116352,-0.0022544845082686227
2015-02-05,B,5e-05,0.5,0.006478209658421719,0.006478209658421719,-0.0006781715297388691
2015-02-06,B,5e-05,0.5,-0.02808660035108257,-0.02808660035108257,-0.009925738126946582
2015-02-09,B,5e-05,0.5,-0.009632751354605618,-0.009632751354605618,-0.007897822142795191
2015-02-10,B,5e-05,0.5,0.024316109422492405,0.024316109422492405,0.01101194253668572
2015-02-11,B,5e-05,0.5,0.011869436201780381,0.011869436201780381,0.00688293087169059
2015-02-12,B,5e-05,0.5,0.008797653958944274,0.008797653958944274,0.0021705430842234585
2015-02-13,B,5e-05,0.5,0.02383720930232558,0.02383720930232558,0.013941055860247742
2015-02-16,B,5e-05,0.5,0.03918228279386726,0.03918228279386726,0.0149119718500339
2015-02-17,B,5e-05,0.5,-0.005464480874316946,-0.005464480874316946,0.00020468962465514107
2015-02-25,B,5e-05,0.5,-0.009340659340659418,-0.009340659340659418,-0.00612261825988783
2015-02-26,B,5e-05,0.5,-0.004824259131633424,-0.004924259131633424,0.007723744807873384
2015-02-27,B,5e-05,0.5,0.003462603878116477,0.003462603878116477,0.0072293980482098785
2015-03-02,B,5e-05,0.5,0.0020703933747410197,0.0020703933747410197,0.011356640850944455
2015-03-03,B,5e-05,0.5,0.015151515151515138,0.015151515151515138,-0.008902318450755287
2015-03-04,B,5e-05,0.5,-0.004070556309362261,-0.004070556309362261,0.007817330066041267
2015-03-05,B,5e-05,0.5,-0.0064749009803646285,-0.006574900980364629,-0.005279595527068859
2015-03-06,B,5e-05,0.5,-0.029927760577915352,-0.029927760577915352,-0.009050087136000612
2015-03-09,B,5e-05,0.5,0.025000000000000133,0.025000000000000133,0.0036373936344533953
2015-03-10,B,5e-05,0.5,0.023352361183186288,0.023352361183186288,0.0020445166322582142
2015-03-11,B,5e-05,0.5,-0.006085192697768749,-0.006085192697768749,-0.0051974280393455585
2015-03-12,B,5e-05,0.5,-0.010204081632653073,-0.010204081632653073,0.001968153442562487
2015-03-13,B,5e-05,0.5,0.026804123711340333,0.026804123711340333,0.007957240472581811
2015-03-16,B,5e-05,0.5,0.034638554216867457,0.034638554216867457,0.01573447427498731
2015-03-17,B,5e-05,0.5,-0.0038816108685104656,-0.0038816108685104656,0.0029842480806466787
2015-03-18,B,5e-05,0.5,0.022406234778373335,0.022406234778373335,0.010253973833276614
2015-03-19,B,5e-05,0.5,-0.0019056693663649371,-0.0019056693663649371,0.00317271139094083
2015-03-20,B,5e-05,0.5,0.014797136038185998,0.014797136038185998,0.006115802546940802
2015-03-23,B,5e-05,0.5,0.03762935089369712,0.03762935089369712,0.017605687502821044
2015-03-24,B,5e-05,0.5,0.030371713508613007,0.030371713508613007,0.007944744680185106
