ÈÕÆÚ,Ê±¼ä,ºÏÔ¼´úÂë,Âò/Âô,¿ª/Æ½,³É½»Á¿,³É½»¼Û,ÊÖÐø·Ñ
2014-01-02,15:00:00,513100.SS,Âò,-,83800.000,1.169,19.592
2014-01-06,15:00:00,513100.SS,Âô,-,83800.000,1.157,19.391
2014-01-06,15:00:00,159915.SZ,Âò,-,74600.000,1.299,19.381
2014-01-13,15:00:00,159915.SZ,Âô,-,74600.000,1.336,19.933
2014-01-13,15:00:00,513100.SS,Âò,-,85100.000,1.170,19.913
2014-01-15,15:00:00,513100.SS,Âô,-,85100.000,1.168,19.879
2014-01-15,15:00:00,159915.SZ,Âò,-,71500.000,1.390,19.877
2014-02-20,15:00:00,159915.SZ,Âô,-,71500.000,1.483,21.207
2014-02-20,15:00:00,518880.SS,Âò,-,41200.000,2.566,21.144
2014-02-25,15:00:00,518880.SS,Âô,-,41200.000,2.612,21.523
2014-02-25,15:00:00,159915.SZ,Âò,-,75200.000,1.432,21.537
2014-02-27,15:00:00,159915.SZ,Âô,-,75200.000,1.385,20.830
2014-02-27,15:00:00,518880.SS,Âò,-,40000.000,2.602,20.816
2014-03-26,15:00:00,518880.SS,Âô,-,40000.000,2.614,20.912
2014-03-26,15:00:00,510300.SS,Âò,-,48300.000,2.166,20.924
2014-04-28,15:00:00,510300.SS,Âô,-,48300.000,2.131,20.585
2014-04-28,15:00:00,518880.SS,Âò,-,39100.000,2.631,20.574
2014-05-09,15:00:00,518880.SS,Âô,-,39100.000,2.588,20.238
2014-05-09,15:00:00,513100.SS,Âò,-,87300.000,1.159,20.236
2014-05-13,15:00:00,513100.SS,Âô,-,87300.000,1.186,20.708
2014-05-13,15:00:00,518880.SS,Âò,-,39800.000,2.595,20.656
2014-05-15,15:00:00,518880.SS,Âô,-,39800.000,2.610,20.776
2014-05-15,15:00:00,513100.SS,Âò,-,87700.000,1.186,20.802
2014-06-16,15:00:00,513100.SS,Âô,-,87700.000,1.239,21.732
2014-06-16,15:00:00,159915.SZ,Âò,-,79600.000,1.363,21.699
2014-06-20,15:00:00,159915.SZ,Âô,-,79600.000,1.305,20.776
2014-06-20,15:00:00,513100.SS,Âò,-,82900.000,1.254,20.791
2014-06-27,15:00:00,513100.SS,Âô,-,82900.000,1.268,21.023
2014-06-27,15:00:00,518880.SS,Âò,-,39900.000,2.634,21.019
2014-07-08,15:00:00,518880.SS,Âô,-,39900.000,2.629,20.979
2014-07-08,15:00:00,513100.SS,Âò,-,80400.000,1.304,20.968
2014-07-10,15:00:00,513100.SS,Âô,-,80400.000,1.291,20.759
2014-07-10,15:00:00,518880.SS,Âò,-,39200.000,2.645,20.737
2014-07-15,15:00:00,518880.SS,Âô,-,39200.000,2.610,20.462
2014-07-15,15:00:00,513100.SS,Âò,-,78700.000,1.301,20.478
2014-07-21,15:00:00,513100.SS,Âô,-,78700.000,1.302,20.493
2014-07-21,15:00:00,510300.SS,Âò,-,46500.000,2.202,20.479
2014-08-21,15:00:00,510300.SS,Âô,-,46500.000,2.396,22.283
2014-08-21,15:00:00,159915.SZ,Âò,-,78600.000,1.415,22.244
2014-09-04,15:00:00,159915.SZ,Âô,-,78600.000,1.457,22.904
2014-09-04,15:00:00,513100.SS,Âò,-,85300.000,1.341,22.877
2014-09-09,15:00:00,513100.SS,Âô,-,85300.000,1.348,22.997
2014-09-09,15:00:00,159915.SZ,Âò,-,78800.000,1.458,22.978
2014-09-22,15:00:00,159915.SZ,Âô,-,78800.000,1.442,22.726
2014-09-22,15:00:00,510300.SS,Âò,-,46900.000,2.420,22.700
2014-09-24,15:00:00,510300.SS,Âô,-,46900.000,2.492,23.375
2014-09-24,15:00:00,159915.SZ,Âò,-,79100.000,1.479,23.398
2014-10-17,15:00:00,159915.SZ,Âô,-,79100.000,1.470,23.255
2014-10-17,15:00:00,510300.SS,Âò,-,46800.000,2.480,23.213
2014-10-21,15:00:00,510300.SS,Âô,-,46800.000,2.475,23.166
2014-10-21,15:00:00,159915.SZ,Âò,-,78600.000,1.474,23.171
2014-10-24,15:00:00,159915.SZ,Âô,-,78600.000,1.441,22.653
2014-10-24,15:00:00,518880.SS,Âò,-,46600.000,2.431,22.657
2014-10-29,15:00:00,518880.SS,Âô,-,46600.000,2.428,22.629
2014-10-29,15:00:00,159915.SZ,Âò,-,76000.000,1.489,22.633
2014-10-31,15:00:00,159915.SZ,Âô,-,76000.000,1.473,22.390
2014-10-31,15:00:00,510300.SS,Âò,-,43800.000,2.554,22.373
2014-11-05,15:00:00,510300.SS,Âô,-,43800.000,2.544,22.285
2014-11-05,15:00:00,513100.SS,Âò,-,82300.000,1.354,22.287
2014-11-24,15:00:00,513100.SS,Âô,-,82300.000,1.370,22.550
2014-11-24,15:00:00,510300.SS,Âò,-,41700.000,2.701,22.526
2015-01-20,15:00:00,510300.SS,Âô,-,41700.000,3.382,28.206
2015-01-20,15:00:00,518880.SS,Âò,-,55100.000,2.570,28.321
2015-01-22,15:00:00,518880.SS,Âô,-,55100.000,2.589,28.531
2015-01-22,15:00:00,159915.SZ,Âò,-,84700.000,1.683,28.510
2015-01-26,15:00:00,159915.SZ,Âô,-,84700.000,1.686,28.561
2015-01-26,15:00:00,518880.SS,Âò,-,54700.000,2.609,28.542
2015-01-28,15:00:00,518880.SS,Âô,-,54700.000,2.598,28.422
2015-01-28,15:00:00,159915.SZ,Âò,-,85200.000,1.668,28.423
2015-02-26,15:00:00,159915.SZ,Âô,-,85200.000,1.814,30.911
2015-02-26,15:00:00,513100.SS,Âò,-,106800.000,1.444,30.844
2015-03-02,15:00:00,513100.SS,Âô,-,106800.000,1.452,31.015
2015-03-02,15:00:00,159915.SZ,Âò,-,81000.000,1.914,31.007
2015-03-31,15:00:00,159915.SZ,Âô,-,81000.000,2.247,36.401
2015-03-31,15:00:00,510300.SS,Âò,-,45000.000,4.031,36.279
2015-04-07,15:00:00,510300.SS,Âô,-,45000.000,4.230,38.070
2015-04-07,15:00:00,159915.SZ,Âò,-,77900.000,2.438,37.984
2015-04-09,15:00:00,159915.SZ,Âô,-,77900.000,2.466,38.420
2015-04-09,15:00:00,510300.SS,Âò,-,45400.000,4.233,38.436
2015-05-07,15:00:00,510300.SS,Âô,-,45400.000,4.457,40.470
2015-05-07,15:00:00,159915.SZ,Âò,-,75200.000,2.686,40.397
2015-06-09,15:00:00,159915.SZ,Âô,-,75200.000,3.526,53.031
2015-06-09,15:00:00,510300.SS,Âò,-,50100.000,5.263,52.735
2015-06-11,15:00:00,510300.SS,Âô,-,50100.000,5.259,52.695
2015-06-11,15:00:00,159915.SZ,Âò,-,71900.000,3.666,52.717
2015-06-16,15:00:00,159915.SZ,Âô,-,71900.000,3.402,48.921
2015-06-16,15:00:00,510300.SS,Âò,-,48600.000,5.035,48.940
2015-06-23,15:00:00,510300.SS,Âô,-,48600.000,4.766,46.326
2015-06-23,15:00:00,513100.SS,Âò,-,156200.000,1.485,46.391
2015-07-07,15:00:00,513100.SS,Âô,-,156200.000,1.419,44.330
2015-07-07,15:00:00,518880.SS,Âò,-,95900.000,2.313,44.363
2015-07-09,15:00:00,518880.SS,Âô,-,95900.000,2.315,44.402
2015-07-09,15:00:00,513100.SS,Âò,-,160500.000,1.382,44.362
2015-07-13,15:00:00,513100.SS,Âô,-,160500.000,1.400,44.940
2015-07-13,15:00:00,518880.SS,Âò,-,97200.000,2.310,44.906
2015-07-15,15:00:00,518880.SS,Âô,-,97200.000,2.307,44.848
2015-07-15,15:00:00,513100.SS,Âò,-,153400.000,1.462,44.854
2015-08-05,15:00:00,513100.SS,Âô,-,153400.000,1.502,46.081
2015-08-05,15:00:00,159915.SZ,Âò,-,97600.000,2.358,46.028
2015-08-07,15:00:00,159915.SZ,Âô,-,97600.000,2.459,48.000
2015-08-07,15:00:00,513100.SS,Âò,-,160100.000,1.497,47.934
2015-08-19,15:00:00,513100.SS,Âô,-,160100.000,1.558,49.887
2015-08-19,15:00:00,518880.SS,Âò,-,107900.000,2.310,49.850
2015-09-23,15:00:00,518880.SS,Âô,-,107900.000,2.326,50.195
2015-09-23,15:00:00,513100.SS,Âò,-,173400.000,1.446,50.147
2015-09-25,15:00:00,513100.SS,Âô,-,170600.000,1.450,49.474
2015-09-25,15:00:00,510300.SS,Âò,-,77500.000,3.243,50.267
2015-09-29,15:00:00,510300.SS,Âô,-,77500.000,3.199,49.585
2015-09-29,15:00:00,513100.SS,Âô,-,2800.000,1.393,5.000
2015-09-29,15:00:00,159915.SZ,Âò,-,126900.000,1.952,49.542
2015-11-04,15:00:00,159915.SZ,Âô,-,126900.000,2.489,63.171
2015-11-04,15:00:00,513100.SS,Âò,-,199000.000,1.580,62.884
2015-11-09,15:00:00,513100.SS,Âô,-,199000.000,1.583,63.003
2015-11-09,15:00:00,159915.SZ,Âò,-,121900.000,2.583,62.974
2015-12-03,15:00:00,159915.SZ,Âô,-,121900.000,2.561,62.437
2015-12-03,15:00:00,510300.SS,Âò,-,82100.000,3.801,62.412
2015-12-07,15:00:00,510300.SS,Âô,-,82100.000,3.735,61.329
2015-12-07,15:00:00,513100.SS,Âò,-,191200.000,1.604,61.337
2015-12-21,15:00:00,513100.SS,Âô,-,191200.000,1.574,60.190
2015-12-21,15:00:00,159915.SZ,Âò,-,113000.000,2.663,60.184
2015-12-23,15:00:00,159915.SZ,Âô,-,113000.000,2.600,58.760
2015-12-23,15:00:00,510300.SS,Âò,-,74900.000,3.922,58.752
2015-12-25,15:00:00,510300.SS,Âô,-,74900.000,3.895,58.347
2015-12-25,15:00:00,518880.SS,Âò,-,129700.000,2.250,58.365
2015-12-29,15:00:00,518880.SS,Âô,-,129700.000,2.248,58.313
2015-12-29,15:00:00,510300.SS,Âò,-,76400.000,3.813,58.263
2015-12-31,15:00:00,510300.SS,Âô,-,76400.000,3.778,57.728
2015-12-31,15:00:00,159915.SZ,Âò,-,113700.000,2.539,57.737
2016-01-05,15:00:00,159915.SZ,Âô,-,113700.000,2.275,51.734
2016-01-05,15:00:00,518880.SS,Âò,-,114200.000,2.270,51.847
2016-03-15,15:00:00,518880.SS,Âô,-,114200.000,2.572,58.744
2016-03-15,15:00:00,513100.SS,Âò,-,143800.000,1.505,43.284
2016-03-25,15:00:00,513100.SS,Âô,-,135700.000,1.516,41.144
2016-03-25,15:00:00,510300.SS,Âò,-,90400.000,3.185,57.585
2016-03-29,15:00:00,510300.SS,Âô,-,90400.000,3.129,56.572
2016-03-29,15:00:00,513100.SS,Âô,-,8100.000,1.515,5.000
2016-03-29,15:00:00,159915.SZ,Âò,-,141800.000,2.039,57.826
2016-04-20,15:00:00,159915.SZ,Âô,-,141800.000,2.030,57.571
2016-04-20,15:00:00,513100.SS,Âò,-,186200.000,1.546,57.573
2016-04-22,15:00:00,513100.SS,Âô,-,186200.000,1.547,57.610
2016-04-22,15:00:00,518880.SS,Âò,-,111100.000,2.592,57.594
2016-04-26,15:00:00,518880.SS,Âô,-,111100.000,2.573,57.172
2016-04-26,15:00:00,513100.SS,Âò,-,89400.000,1.533,27.410
2016-04-28,15:00:00,513100.SS,Âô,-,89400.000,1.519,27.160
2016-04-28,15:00:00,518880.SS,Âò,-,108800.000,2.613,56.859
2016-05-26,15:00:00,518880.SS,Âô,-,108800.000,2.591,56.380
2016-05-26,15:00:00,513100.SS,Âò,-,182400.000,1.546,56.398
2016-06-07,15:00:00,513100.SS,Âô,-,182400.000,1.566,57.128
2016-06-07,15:00:00,159915.SZ,Âò,-,136100.000,2.098,57.108
2016-06-14,15:00:00,159915.SZ,Âô,-,136100.000,1.967,53.542
2016-06-14,15:00:00,518880.SS,Âò,-,98600.000,2.717,53.579
2016-06-16,15:00:00,518880.SS,Âô,-,98600.000,2.777,54.762
2016-06-16,15:00:00,513100.SS,Âò,-,68800.000,1.548,21.300
2016-06-24,15:00:00,513100.SS,Âô,-,68800.000,1.530,21.053
2016-06-24,15:00:00,159915.SZ,Âò,-,133300.000,2.043,54.466
2016-06-28,15:00:00,159915.SZ,Âô,-,133300.000,2.128,56.732
2016-06-28,15:00:00,518880.SS,Âò,-,100600.000,2.817,56.678
2016-07-12,15:00:00,518880.SS,Âô,-,100600.000,2.919,58.730
2016-07-12,15:00:00,159915.SZ,Âò,-,136100.000,2.155,58.659
2016-07-14,15:00:00,159915.SZ,Âô,-,136100.000,2.190,59.612
2016-07-14,15:00:00,510300.SS,Âò,-,89700.000,3.319,59.543
2016-07-20,15:00:00,510300.SS,Âô,-,89700.000,3.287,58.969
2016-07-20,15:00:00,159915.SZ,Âò,-,136200.000,2.165,58.975
2016-07-22,15:00:00,159915.SZ,Âô,-,136200.000,2.154,58.675
2016-07-22,15:00:00,513100.SS,Âò,-,103900.000,1.637,34.017
2016-08-18,15:00:00,513100.SS,Âô,-,103900.000,1.692,35.160
2016-08-18,15:00:00,510300.SS,Âò,-,87300.000,3.424,59.783
2016-08-23,15:00:00,510300.SS,Âô,-,87300.000,3.398,59.329
2016-08-23,15:00:00,513100.SS,Âò,-,71800.000,1.703,24.455
2016-08-25,15:00:00,513100.SS,Âô,-,71800.000,1.695,24.340
2016-08-25,15:00:00,510300.SS,Âò,-,87900.000,3.366,59.174
2016-09-09,15:00:00,510300.SS,Âô,-,87900.000,3.384,59.491
2016-09-09,15:00:00,159915.SZ,Âò,-,141000.000,2.109,59.474
2016-09-13,15:00:00,159915.SZ,Âô,-,141000.000,2.055,57.951
2016-09-13,15:00:00,518880.SS,Âò,-,101400.000,2.857,57.940
2016-09-20,15:00:00,518880.SS,Âô,-,101400.000,2.831,57.413
2016-09-20,15:00:00,513100.SS,Âò,-,126100.000,1.701,42.899
2016-10-10,15:00:00,513100.SS,Âô,-,126100.000,1.721,43.404
2016-10-10,15:00:00,518880.SS,Âò,-,105700.000,2.737,57.860
2016-10-12,15:00:00,518880.SS,Âô,-,105700.000,2.725,57.607
2016-10-12,15:00:00,513100.SS,Âò,-,165600.000,1.740,57.629
2016-10-24,15:00:00,513100.SS,Âô,-,165600.000,1.739,57.596
2016-10-24,15:00:00,510300.SS,Âò,-,83800.000,3.432,57.520
2016-11-08,15:00:00,510300.SS,Âô,-,83800.000,3.430,57.487
2016-11-08,15:00:00,518880.SS,Âò,-,102700.000,2.798,57.471
2016-11-14,15:00:00,518880.SS,Âô,-,102700.000,2.683,55.109
2016-11-14,15:00:00,510300.SS,Âò,-,79100.000,3.487,55.164
2016-12-08,15:00:00,510300.SS,Âô,-,79100.000,3.537,55.955
2016-12-08,15:00:00,513100.SS,Âò,-,155200.000,1.801,55.903
2017-01-16,15:00:00,513100.SS,Âô,-,155200.000,1.845,57.269
2017-01-16,15:00:00,518880.SS,Âò,-,106700.000,2.682,57.234
2017-02-03,15:00:00,518880.SS,Âô,-,106700.000,2.674,57.063
2017-02-03,15:00:00,510300.SS,Âò,-,84700.000,3.367,57.037
2017-02-07,15:00:00,510300.SS,Âô,-,84700.000,3.360,56.918
2017-02-07,15:00:00,513100.SS,Âò,-,151800.000,1.874,56.895
2017-03-23,15:00:00,513100.SS,Âô,-,151800.000,1.982,60.174
2017-03-23,15:00:00,518880.SS,Âò,-,108100.000,2.779,60.082
2017-03-27,15:00:00,518880.SS,Âô,-,108100.000,2.800,60.536
2017-03-27,15:00:00,159915.SZ,Âò,-,162300.000,1.864,60.505
2017-03-30,15:00:00,159915.SZ,Âô,-,162300.000,1.813,58.850
2017-03-30,15:00:00,513100.SS,Âò,-,147800.000,1.992,58.884
2017-04-06,15:00:00,513100.SS,Âô,-,147800.000,1.969,58.204
2017-04-06,15:00:00,518880.SS,Âò,-,104100.000,2.794,58.171
2017-04-26,15:00:00,518880.SS,Âô,-,104100.000,2.794,58.171
2017-04-26,15:00:00,513100.SS,Âò,-,144000.000,2.020,58.176
2017-06-02,15:00:00,513100.SS,Âô,-,144000.000,2.117,60.970
2017-06-02,15:00:00,510300.SS,Âò,-,87200.000,3.488,60.831
2017-06-06,15:00:00,510300.SS,Âô,-,87200.000,3.492,60.900
2017-06-06,15:00:00,513100.SS,Âò,-,143500.000,2.123,60.930
2017-06-08,15:00:00,513100.SS,Âô,-,143500.000,2.119,60.815
2017-06-08,15:00:00,510300.SS,Âò,-,85200.000,3.565,60.748
2017-07-27,15:00:00,510300.SS,Âô,-,85200.000,3.762,64.104
2017-07-27,15:00:00,513100.SS,Âò,-,151300.000,2.116,64.030
2017-08-01,15:00:00,513100.SS,Âô,-,151300.000,2.081,62.971
2017-08-01,15:00:00,510300.SS,Âò,-,82400.000,3.820,62.954
2017-08-03,15:00:00,510300.SS,Âô,-,82400.000,3.782,62.327
2017-08-03,15:00:00,513100.SS,Âò,-,149700.000,2.083,62.365
2017-08-10,15:00:00,513100.SS,Âô,-,149700.000,2.066,61.856
2017-08-10,15:00:00,518880.SS,Âò,-,112400.000,2.749,61.798
2017-08-15,15:00:00,518880.SS,Âô,-,112400.000,2.740,61.595
2017-08-15,15:00:00,159915.SZ,Âò,-,180600.000,1.706,61.621
2017-09-13,15:00:00,159915.SZ,Âô,-,180600.000,1.797,64.908
2017-09-13,15:00:00,510300.SS,Âò,-,83000.000,3.903,64.790
2017-09-20,15:00:00,510300.SS,Âô,-,83000.000,3.904,64.806
2017-09-20,15:00:00,159915.SZ,Âò,-,179900.000,1.801,64.800
2017-09-26,15:00:00,159915.SZ,Âô,-,179900.000,1.746,62.821
2017-09-26,15:00:00,513100.SS,Âò,-,154500.000,2.033,62.820
2017-10-09,15:00:00,513100.SS,Âô,-,154500.000,2.093,64.674
2017-10-09,15:00:00,510300.SS,Âò,-,81900.000,3.943,64.586
2017-10-11,15:00:00,510300.SS,Âô,-,81900.000,3.963,64.914
2017-10-11,15:00:00,513100.SS,Âò,-,154500.000,2.101,64.921
2017-10-25,15:00:00,513100.SS,Âô,-,154500.000,2.123,65.601
2017-10-25,15:00:00,510300.SS,Âò,-,81200.000,4.034,65.512
2017-10-31,15:00:00,510300.SS,Âô,-,81200.000,4.062,65.967
2017-10-31,15:00:00,513100.SS,Âò,-,151900.000,2.172,65.985
2017-11-14,15:00:00,513100.SS,Âô,-,151900.000,2.200,66.836
2017-11-14,15:00:00,510300.SS,Âò,-,80300.000,4.156,66.745
2017-11-16,15:00:00,510300.SS,Âô,-,80300.000,4.165,66.890
2017-11-16,15:00:00,513100.SS,Âò,-,153600.000,2.177,66.877
2017-11-20,15:00:00,513100.SS,Âô,-,153600.000,2.194,67.400
2017-11-20,15:00:00,510300.SS,Âò,-,80100.000,4.203,67.332
2017-11-24,15:00:00,510300.SS,Âô,-,80100.000,4.153,66.531
2017-11-24,15:00:00,513100.SS,Âò,-,150700.000,2.208,66.549
2018-01-02,15:00:00,513100.SS,Âô,-,150700.000,2.218,66.851
2018-01-02,15:00:00,518880.SS,Âò,-,122700.000,2.723,66.822
2018-01-04,15:00:00,518880.SS,Âô,-,122700.000,2.719,66.724
2018-01-04,15:00:00,159915.SZ,Âò,-,197000.000,1.693,66.704
2018-01-08,15:00:00,159915.SZ,Âô,-,197000.000,1.701,67.019
2018-01-08,15:00:00,510300.SS,Âò,-,79700.000,4.204,67.012
2018-01-10,15:00:00,510300.SS,Âô,-,79700.000,4.256,67.841
2018-01-10,15:00:00,518880.SS,Âò,-,124200.000,2.729,67.788
2018-01-16,15:00:00,518880.SS,Âô,-,124200.000,2.781,69.080
2018-01-16,15:00:00,510300.SS,Âò,-,80100.000,4.308,69.014
2018-01-31,15:00:00,510300.SS,Âô,-,80100.000,4.271,68.421
2018-01-31,15:00:00,513100.SS,Âò,-,149400.000,2.309,68.993
2018-02-02,15:00:00,513100.SS,Âô,-,149400.000,2.294,68.545
2018-02-02,15:00:00,510300.SS,Âò,-,80300.000,4.267,68.528
2018-02-07,15:00:00,510300.SS,Âô,-,80300.000,4.045,64.963
2018-02-07,15:00:00,518880.SS,Âò,-,120900.000,2.689,65.020
2018-02-13,15:00:00,518880.SS,Âô,-,120900.000,2.708,65.479
2018-02-13,15:00:00,159915.SZ,Âò,-,210100.000,1.557,65.425
2018-02-22,15:00:00,159915.SZ,Âô,-,210100.000,1.580,66.392
2018-02-22,15:00:00,518880.SS,Âò,-,122700.000,2.704,66.356
2018-02-27,15:00:00,518880.SS,Âô,-,122700.000,2.712,66.552
2018-02-27,15:00:00,513100.SS,Âò,-,143400.000,2.320,66.538
2018-03-02,15:00:00,513100.SS,Âô,-,143400.000,2.253,64.616
2018-03-02,15:00:00,159915.SZ,Âò,-,193600.000,1.669,64.624
2018-04-11,15:00:00,159915.SZ,Âô,-,193600.000,1.729,66.947
2018-04-11,15:00:00,518880.SS,Âò,-,122600.000,2.726,66.842
2018-04-25,15:00:00,518880.SS,Âô,-,122600.000,2.699,66.179
2018-04-25,15:00:00,159915.SZ,Âò,-,193000.000,1.715,66.199
2018-04-27,15:00:00,159915.SZ,Âô,-,193000.000,1.707,65.890
2018-04-27,15:00:00,518880.SS,Âò,-,122300.000,2.692,65.846
2018-05-04,15:00:00,518880.SS,Âô,-,122300.000,2.687,65.724
2018-05-04,15:00:00,513100.SS,Âò,-,147500.000,2.228,65.726
2018-05-22,15:00:00,513100.SS,Âô,-,147500.000,2.316,68.322
2018-05-22,15:00:00,510300.SS,Âò,-,87400.000,3.902,68.207
2018-05-24,15:00:00,510300.SS,Âô,-,87400.000,3.820,66.774
2018-05-24,15:00:00,159915.SZ,Âò,-,192300.000,1.737,66.805
2018-05-28,15:00:00,159915.SZ,Âô,-,192300.000,1.698,65.305
2018-05-28,15:00:00,513100.SS,Âò,-,139700.000,2.337,65.296
2018-07-20,15:00:00,513100.SS,Âô,-,139700.000,2.610,72.923
2018-07-20,15:00:00,159915.SZ,Âò,-,237000.000,1.535,72.759
2018-07-25,15:00:00,159915.SZ,Âô,-,237000.000,1.551,73.517
2018-07-25,15:00:00,513100.SS,Âò,-,138600.000,2.650,73.458
2018-08-01,15:00:00,513100.SS,Âô,-,138600.000,2.617,72.543
2018-08-01,15:00:00,510300.SS,Âò,-,103800.000,3.495,72.556
2018-08-03,15:00:00,510300.SS,Âô,-,103800.000,3.369,69.940
2018-08-03,15:00:00,513100.SS,Âò,-,129400.000,2.702,69.928
2018-09-04,15:00:00,513100.SS,Âô,-,129400.000,2.754,71.274
2018-09-04,15:00:00,510300.SS,Âò,-,104000.000,3.423,71.198
2018-09-06,15:00:00,510300.SS,Âô,-,104000.000,3.324,69.139
2018-09-06,15:00:00,513100.SS,Âò,-,128900.000,2.684,69.194
2018-09-14,15:00:00,513100.SS,Âô,-,128900.000,2.722,70.173
2018-09-14,15:00:00,518880.SS,Âò,-,132000.000,2.656,70.118
2018-09-18,15:00:00,518880.SS,Âô,-,132000.000,2.646,69.854
2018-09-18,15:00:00,513100.SS,Âò,-,130600.000,2.673,69.819
2018-09-21,15:00:00,513100.SS,Âô,-,130600.000,2.720,71.046
2018-09-21,15:00:00,518880.SS,Âò,-,133600.000,2.657,70.995
2018-09-26,15:00:00,518880.SS,Âô,-,133600.000,2.653,70.888
2018-09-26,15:00:00,513100.SS,Âò,-,130000.000,2.726,70.876
2018-09-28,15:00:00,513100.SS,Âô,-,130000.000,2.754,71.604
2018-09-28,15:00:00,510300.SS,Âò,-,102000.000,3.508,71.563
2018-10-09,15:00:00,510300.SS,Âô,-,102000.000,3.348,68.299
2018-10-09,15:00:00,518880.SS,Âò,-,128800.000,2.652,68.316
2018-11-09,15:00:00,518880.SS,Âô,-,128800.000,2.718,70.016
2018-11-09,15:00:00,159915.SZ,Âò,-,277700.000,1.260,69.980
